Species	Gene	NeutralA	NeutralT	NeutralG	NeutralC	GenerationLength_d	ECO.Maximum.longevity..yrs.	ECO.Body.mass..g.	ECO.Metabolic.rate..W.	ECO.Temperature..K.
Hylobates_pileatus	ND3	35	8	0	18	5475	38	NA	NA	NA
Balaena_mysticetus	ND3	33	4	1	25	18980	211	NA	NA	NA
Zalophus_californianus	ND3	33	10	2	16	5306.69155	35.7	NA	NA	311.25
Nomascus_leucogenys	ND3	32	6	9	16	5475	NA	NA	NA	NA
Pseudorca_crassidens	ND3	29	12	0	19	7242.6075	62.5	NA	NA	309.75
Gorilla_gorilla	ND3	24	6	4	23	8030	55.4	NA	NA	308.65
Balaenoptera_bonaerensis	ND3	33	9	1	21	8030	NA	NA	NA	NA
Neophocaena_phocaenoides	ND3	24	15	7	17	5840	33	NA	NA	NA
Macaca_fuscata	ND3	24	4	6	21	5118.76	38.5	NA	NA	NA
Loxodonta_africana	ND3	33	12	2	15	9125	65	NA	NA	309.35
Ailuropoda_melanoleuca	ND3	30	19	4	11	5246.699416657	36.8	NA	NA	NA
Mesoplodon_ginkgodens	ND3	32	10	1	18	6460.5	NA	NA	NA	NA
Balaenoptera_borealis	ND3	33	5	2	24	8504.5	74	NA	NA	NA
Caperea_marginata	ND3	31	13	0	16	10278.51578	NA	NA	NA	NA
Monachus_schauinslandi	ND3	31	12	3	19	5475	NA	NA	NA	NA
Trichechus_manatus	ND3	28	7	9	21	7300	65	450000	70.0056	NA
Erignathus_barbatus	ND3	33	9	6	19	6935	NA	NA	NA	NA
Lagenorhynchus_albirostris	ND3	28	19	1	15	5667.52995	NA	NA	NA	NA
Eubalaena_australis	ND3	31	7	4	22	9855	70	NA	NA	NA
Giraffa_camelopardalis	ND3	32	10	3	21	5251.01166657	39.5	NA	NA	310.25
Grampus_griseus	ND3	26	13	3	20	7300	42.5	NA	NA	NA
Hyperoodon_ampullatus	ND3	31	9	1	21	6460.5	37	NA	NA	NA
Pan_paniscus	ND3	23	6	1	26	9125	55	NA	NA	NA
Camelus_ferus	ND3	26	10	6	27	5840	NA	NA	NA	NA
Tachyglossus_aculeatus	ND3	35	16	2	18	5687.0204	49.5	2909	2.327	303.85
Cebus_albifrons	ND3	28	9	2	17	5508.653	40.4	NA	NA	NA
Cervus_elaphus	ND3	34	14	0	16	5209.4516	31.5	67000	112.43	308.35
Balaenoptera_omurai	ND4	84	33	6	91	9016.737075	NA	NA	NA	NA
Sousa_chinensis	ND4	83	53	5	68	7300	NA	NA	NA	NA
Erignathus_barbatus	ND4	88	35	14	68	6935	NA	NA	NA	NA
Pseudorca_crassidens	ND4	85	51	6	70	7242.6075	62.5	NA	NA	309.75
Balaenoptera_acutorostrata	ND4	85	39	9	81	8030	50	NA	NA	NA
Hylobates_agilis	ND4	72	38	15	112	5475	49	NA	NA	NA
Loxodonta_africana	ND4	84	55	12	61	9125	65	NA	NA	309.35
Hylobates_pileatus	ND4	73	39	8	110	5475	38	NA	NA	NA
Papio_cynocephalus	ND4	81	39	11	94	6188.575	NA	NA	NA	NA
Dugong_dugon	ND4	61	44	25	89	10246.2396	73	NA	NA	306.15
Camelus_ferus	ND4	77	41	29	76	5840	NA	NA	NA	NA
Balaenoptera_musculus	ND4	82	40	6	87	11315	110	NA	NA	NA
Balaenoptera_borealis	ND4	85	29	6	95	8504.5	74	NA	NA	NA
Pusa_hispida	ND4	85	25	22	76	6803.8094	46	NA	NA	NA
Macaca_fuscata	ND4	76	36	9	98	5118.76	38.5	NA	NA	NA
Tursiops_truncatus	ND4	84	58	3	66	6427.88	51.6	NA	NA	NA
Ailuropoda_melanoleuca	ND4	85	57	22	54	5246.699416657	36.8	NA	NA	NA
Phoca_largha	ND4	83	23	19	77	6935	NA	NA	NA	NA
Feresa_attenuata	ND4	88	50	3	73	7142.099015	NA	NA	NA	NA
Ceratotherium_simum	ND4	98	35	13	66	6865.34583343	45	NA	NA	NA
Hylobates_lar	ND4	69	38	12	114	5475	56	NA	NA	NA
Rhinoceros_sondaicus	ND4	98	27	11	70	5400.53	NA	NA	NA	NA
Berardius_bairdii	ND4	85	45	6	76	9855	84	NA	NA	NA
Elephas_maximus	ND4	84	52	14	62	8030	65.5	3672000	2336.5	308.95
Pan_paniscus	ND4	81	23	8	118	9125	55	NA	NA	NA
Tachyglossus_aculeatus	ND4	73	48	13	80	5687.0204	49.5	2909	2.327	303.85
Phoca_vitulina	ND4	84	25	20	75	5413.68	47.6	27400	73.29	309.85
Macaca_silenus	ND4	78	38	9	97	5509.018	40	NA	NA	NA
Eubalaena_japonica	ND4	77	35	9	89	9704.4375	NA	NA	NA	NA
Balaenoptera_bonaerensis	ND4	90	35	4	86	8030	NA	NA	NA	NA
Balaena_mysticetus	ND4	80	34	8	91	18980	211	NA	NA	NA
Nomascus_siki	ND4	77	34	6	111	5475	NA	NA	NA	NA
Pongo_pygmaeus	ND4	72	35	7	120	7300	59	NA	NA	NA
Lobodon_carcinophaga	ND4	96	30	7	68	5475	NA	NA	NA	NA
Hyperoodon_ampullatus	ND4	89	49	1	71	6460.5	37	NA	NA	NA
Globicephala_melas	ND4	87	56	4	63	8760	60	NA	NA	NA
Mesoplodon_grayi	ND4	86	64	6	52	6460.5	NA	NA	NA	NA
Giraffa_camelopardalis	ND4	84	35	12	76	5251.01166657	39.5	NA	NA	310.25
Ateles_belzebuth	ND4	81	38	10	72	5475	37	NA	NA	NA
Diceros_bicornis	ND4	98	33	12	70	6205	49	NA	NA	312.15
Cebus_albifrons	ND4	95	40	9	64	5508.653	40.4	NA	NA	NA
Zalophus_californianus	ND4	86	31	13	74	5306.69155	35.7	NA	NA	311.25
Ursus_arctos	ND4	84	47	24	67	5976.26666657	40	NA	NA	310.45
Mesoplodon_ginkgodens	ND4	87	61	4	59	6460.5	NA	NA	NA	NA
Balaenoptera_physalus	ND4	84	36	8	86	9490	114	NA	NA	NA
Dicerorhinus_sumatrensis	ND4	92	22	13	81	7300	32.8	NA	NA	NA
Papio_ursinus	ND4	81	42	15	93	5714.3305	NA	NA	NA	NA
Peponocephala_electra	ND4	86	49	3	72	8245.925	47	NA	NA	NA
Stenella_coeruleoalba	ND4	84	55	4	68	7926.62525	57.5	NA	NA	NA
Caperea_marginata	ND4	86	45	11	74	10278.51578	NA	NA	NA	NA
Stenella_attenuata	ND4	84	49	4	73	8395	46	NA	NA	NA
Monachus_schauinslandi	ND4	90	38	10	62	5475	NA	NA	NA	NA
Papio_hamadryas	ND4	80	40	12	95	5332.504	37.5	12670.8	21.095	311.15
Neophocaena_phocaenoides	ND4	84	47	11	75	6095.5	33	NA	NA	NA
Balaenoptera_edeni	ND4	87	32	5	91	10042.4483	72	NA	NA	NA
Nomascus_leucogenys	ND4	79	31	4	113	5475	NA	NA	NA	NA
Lagenorhynchus_albirostris	ND4	88	51	5	69	5667.52995	NA	NA	NA	NA
Trichechus_manatus	ND4	78	50	14	82	7300	65	450000	70.0056	NA
Globicephala_macrorhynchus	ND4	87	55	3	64	8650.5	63	NA	NA	NA
Cervus_elaphus	ND4	86	42	10	69	5209.4516	31.5	67000	112.43	308.35
Rhinoceros_unicornis	ND4	97	26	6	72	6851.98936657	43.5	NA	NA	310.55
Neophocaena_phocaenoides	ND4	84	47	11	75	5840	33	NA	NA	NA
Enhydra_lutris	ND4	86	25	18	78	5475	27	26832.8	98.479	310.65
Orcaella_heinsohni	ND4	88	49	5	70	5475	NA	NA	NA	NA
Tursiops_aduncus	ND4	85	54	3	69	6427.88	NA	NA	NA	NA
Eubalaena_australis	ND4	79	34	8	91	9855	70	NA	NA	NA
Mesoplodon_europaeus	ND4	91	66	3	53	6460.5	48	NA	NA	NA
Ziphius_cavirostris	ND4	88	52	6	66	6460.5	62	NA	NA	NA
Eschrichtius_robustus	ND4	80	37	10	88	10444.3345	77	NA	NA	NA
Gorilla_gorilla	ND4	75	38	12	105	8030	55.4	NA	NA	308.65
Monodon_monoceros	ND4	94	39	3	77	8760	50	NA	NA	NA
Lagothrix_lagotricha	ND4	84	46	13	65	5475	32	NA	NA	NA
Pusa_sibirica	ND4	87	24	20	77	7898.81575	56	NA	NA	NA
Megaptera_novaeangliae	ND4	81	33	13	88	8030	95	NA	NA	309.15
Neophocaena_asiaeorientalis	ND4	85	47	10	75	6095.5	NA	NA	NA	NA
Ursus_maritimus	ND4	84	50	23	67	5475	43.8	NA	NA	309.95
Pan_troglodytes	ND4	76	32	14	110	7300	59.4	NA	NA	308.85
Pongo_abelii	ND4	69	32	10	120	9125	NA	NA	NA	NA
Grampus_griseus	ND4	86	53	5	70	7300	42.5	NA	NA	NA
Pusa_caspica	ND4	85	28	20	74	5840	NA	NA	NA	NA
Globicephala_melas	ND4L	32	8	1	16	8760	60	NA	NA	NA
Loxodonta_africana	ND4L	32	12	1	13	9125	65	NA	NA	309.35
Stenella_coeruleoalba	ND4L	33	5	1	18	7926.62525	57.5	NA	NA	NA
Mesoplodon_ginkgodens	ND4L	31	11	0	14	6460.5	NA	NA	NA	NA
Feresa_attenuata	ND4L	32	7	1	19	7142.099015	NA	NA	NA	NA
Macaca_fuscata	ND4L	29	9	2	18	5118.76	38.5	NA	NA	NA
Balaenoptera_edeni	ND4L	26	10	2	20	10042.4483	72	NA	NA	NA
Ceratotherium_simum	ND4L	30	9	2	13	6865.34583343	45	NA	NA	NA
Pan_paniscus	ND4L	30	9	1	16	9125	55	NA	NA	NA
Lagenorhynchus_albirostris	ND4L	32	6	2	19	5667.52995	NA	NA	NA	NA
Pan_troglodytes	ND4L	31	8	1	17	7300	59.4	NA	NA	308.85
Cebus_albifrons	ND4L	27	5	4	11	5508.653	40.4	NA	NA	NA
Nomascus_siki	ND4L	26	5	2	17	5475	NA	NA	NA	NA
Balaenoptera_borealis	ND4L	26	10	2	20	8504.5	74	NA	NA	NA
Balaena_mysticetus	ND4L	28	7	1	21	18980	211	NA	NA	NA
Cervus_elaphus	ND4L	32	6	5	14	5209.4516	31.5	67000	112.43	308.35
Dicerorhinus_sumatrensis	ND4L	31	7	2	17	7300	32.8	NA	NA	NA
Tachyglossus_aculeatus	ND4L	30	10	5	12	5687.0204	49.5	2909	2.327	303.85
Diceros_bicornis	ND4L	29	10	5	11	6205	49	NA	NA	312.15
Phoca_vitulina	ND4L	32	8	6	16	5413.68	47.6	27400	73.29	309.85
Sousa_chinensis	ND4L	32	7	1	18	7300	NA	NA	NA	NA
Phoca_largha	ND4L	31	9	7	15	6935	NA	NA	NA	NA
Rhinoceros_unicornis	ND4L	30	9	1	13	6851.98936657	43.5	NA	NA	310.55
Giraffa_camelopardalis	ND4L	33	8	4	12	5251.01166657	39.5	NA	NA	310.25
Mesoplodon_europaeus	ND4L	28	10	2	15	6460.5	48	NA	NA	NA
Balaenoptera_physalus	ND4L	27	13	0	16	9490	114	NA	NA	NA
Eubalaena_australis	ND4L	28	4	2	23	9855	70	NA	NA	NA
Ailuropoda_melanoleuca	ND4L	28	10	6	14	5246.699416657	36.8	NA	NA	NA
Rhinoceros_sondaicus	ND4L	31	9	1	13	5400.53	NA	NA	NA	NA
Enhydra_lutris	ND4L	29	4	5	17	5475	27	26832.8	98.479	310.65
Pusa_hispida	ND4L	31	7	5	17	6803.8094	46	NA	NA	NA
Neophocaena_asiaeorientalis	ND4L	28	10	3	15	6095.5	NA	NA	NA	NA
Orcaella_heinsohni	ND4L	32	7	1	17	5475	NA	NA	NA	NA
Globicephala_macrorhynchus	ND4L	31	8	0	16	8650.5	63	NA	NA	NA
Balaenoptera_acutorostrata	ND4L	27	9	2	18	8030	50	NA	NA	NA
Eubalaena_japonica	ND4L	28	4	2	23	9704.4375	NA	NA	NA	NA
Pusa_caspica	ND4L	33	8	5	16	5840	NA	NA	NA	NA
Ateles_belzebuth	ND4L	28	6	4	11	5475	37	NA	NA	NA
Balaenoptera_musculus	ND4L	28	10	0	21	11315	110	NA	NA	NA
Papio_hamadryas	ND4L	29	7	7	18	5332.504	37.5	12670.8	21.095	311.15
Lagothrix_lagotricha	ND4L	30	4	3	13	5475	32	NA	NA	NA
Hylobates_agilis	ND4L	27	1	4	23	5475	49	NA	NA	NA
Papio_cynocephalus	ND4L	29	6	8	17	6188.575	NA	NA	NA	NA
Pusa_sibirica	ND4L	31	9	7	15	7898.81575	56	NA	NA	NA
Tursiops_aduncus	ND4L	32	9	2	15	6427.88	NA	NA	NA	NA
Nomascus_leucogenys	ND4L	25	6	3	16	5475	NA	NA	NA	NA
Caperea_marginata	ND4L	29	12	1	13	10278.51578	NA	NA	NA	NA
Hyperoodon_ampullatus	ND4L	31	9	1	14	6460.5	37	NA	NA	NA
Pongo_pygmaeus	ND4L	27	3	1	26	7300	59	NA	NA	NA
Papio_ursinus	ND4L	29	6	6	18	5714.3305	NA	NA	NA	NA
Neophocaena_phocaenoides	ND4L	28	10	3	15	5840	33	NA	NA	NA
Monachus_schauinslandi	ND4L	33	10	2	14	5475	NA	NA	NA	NA
Trichechus_manatus	ND4L	27	8	5	19	7300	65	450000	70.0056	NA
Erignathus_barbatus	ND4L	30	8	4	15	6935	NA	NA	NA	NA
Tursiops_truncatus	ND4L	33	7	0	18	6427.88	51.6	NA	NA	NA
Megaptera_novaeangliae	ND4L	27	7	1	22	8030	95	NA	NA	309.15
Ursus_arctos	ND4L	31	12	6	15	5976.26666657	40	NA	NA	310.45
Elephas_maximus	ND4L	30	10	2	15	8030	65.5	3672000	2336.5	308.95
Hylobates_lar	ND4L	27	7	4	18	5475	56	NA	NA	NA
Mesoplodon_grayi	ND4L	27	14	1	14	6460.5	NA	NA	NA	NA
Balaenoptera_bonaerensis	ND4L	27	7	2	21	8030	NA	NA	NA	NA
Dugong_dugon	ND4L	24	7	7	19	10246.2396	73	NA	NA	306.15
Ursus_maritimus	ND4L	32	15	6	11	5475	43.8	NA	NA	309.95
Pongo_abelii	ND4L	27	7	0	22	9125	NA	NA	NA	NA
Hylobates_pileatus	ND4L	27	6	6	20	5475	38	NA	NA	NA
Macaca_silenus	ND4L	28	8	3	19	5509.018	40	NA	NA	NA
Zalophus_californianus	ND4L	33	8	2	16	5306.69155	35.7	NA	NA	311.25
Monodon_monoceros	ND4L	30	3	3	20	8760	50	NA	NA	NA
Stenella_attenuata	ND4L	32	9	1	16	8395	46	NA	NA	NA
Berardius_bairdii	ND4L	32	14	1	10	9855	84	NA	NA	NA
Pseudorca_crassidens	ND4L	31	6	1	18	7242.6075	62.5	NA	NA	309.75
Neophocaena_phocaenoides	ND4L	28	10	3	15	6095.5	33	NA	NA	NA
Camelus_ferus	ND4L	27	10	4	20	5840	NA	NA	NA	NA
Balaenoptera_omurai	ND4L	26	10	2	19	9016.737075	NA	NA	NA	NA
Eschrichtius_robustus	ND4L	27	10	1	19	10444.3345	77	NA	NA	NA
Grampus_griseus	ND4L	31	9	2	15	7300	42.5	NA	NA	NA
Gorilla_gorilla	ND4L	29	10	2	16	8030	55.4	NA	NA	308.65
Lobodon_carcinophaga	ND4L	33	7	4	17	5475	NA	NA	NA	NA
Peponocephala_electra	ND4L	32	4	1	20	8245.925	47	NA	NA	NA
Ziphius_cavirostris	ND4L	32	7	3	19	6460.5	62	NA	NA	NA
Lagothrix_lagotricha	ND5	116	45	9	100	5475	32	NA	NA	NA
Eubalaena_australis	ND5	103	48	9	115	9855	70	NA	NA	NA
Ailuropoda_melanoleuca	ND5	113	48	17	85	5246.699416657	36.8	NA	NA	NA
Feresa_attenuata	ND5	101	68	5	95	7142.099015	NA	NA	NA	NA
Rhinoceros_sondaicus	ND5	113	39	16	107	5400.53	NA	NA	NA	NA
Mesoplodon_grayi	ND5	102	69	4	89	6460.5	NA	NA	NA	NA
Nomascus_siki	ND5	93	29	10	160	5475	NA	NA	NA	NA
Monachus_schauinslandi	ND5	119	50	8	80	5475	NA	NA	NA	NA
Globicephala_melas	ND5	97	66	6	97	8760	60	NA	NA	NA
Caperea_marginata	ND5	99	58	7	108	10278.51578	NA	NA	NA	NA
Hyperoodon_ampullatus	ND5	105	65	3	105	6460.5	37	NA	NA	NA
Rhinoceros_unicornis	ND5	117	44	6	100	6851.98936657	43.5	NA	NA	310.55
Stenella_coeruleoalba	ND5	98	61	4	91	7926.62525	57.5	NA	NA	NA
Giraffa_camelopardalis	ND5	112	46	12	91	5251.01166657	39.5	NA	NA	310.25
Ursus_maritimus	ND5	106	59	18	83	5475	43.8	NA	NA	309.95
Mesoplodon_ginkgodens	ND5	102	74	6	81	6460.5	NA	NA	NA	NA
Grampus_griseus	ND5	98	59	9	99	7300	42.5	NA	NA	NA
Balaenoptera_musculus	ND5	105	47	7	116	11315	110	NA	NA	NA
Monodon_monoceros	ND5	93	61	11	104	8760	50	NA	NA	NA
Berardius_bairdii	ND5	100	51	7	119	9855	84	NA	NA	NA
Peponocephala_electra	ND5	99	64	4	96	8245.925	47	NA	NA	NA
Tachyglossus_aculeatus	ND5	96	69	16	92	5687.0204	49.5	2909	2.327	303.85
Phoca_vitulina	ND5	112	42	24	93	5413.68	47.6	27400	73.29	309.85
Balaenoptera_bonaerensis	ND5	105	39	3	126	8030	NA	NA	NA	NA
Ateles_belzebuth	ND5	116	54	12	92	5475	37	NA	NA	NA
Zalophus_californianus	ND5	121	39	24	81	5306.69155	35.7	NA	NA	311.25
Pan_troglodytes	ND5	90	54	12	133	7300	59.4	NA	NA	308.85
Tursiops_aduncus	ND5	97	70	7	84	6427.88	NA	NA	NA	NA
Balaenoptera_acutorostrata	ND5	102	37	4	125	8030	50	NA	NA	NA
Dugong_dugon	ND5	101	57	22	109	10246.2396	73	NA	NA	306.15
Ziphius_cavirostris	ND5	100	76	6	91	6460.5	62	NA	NA	NA
Trichechus_manatus	ND5	94	55	30	108	7300	65	450000	70.0056	NA
Mesoplodon_europaeus	ND5	94	79	4	87	6460.5	48	NA	NA	NA
Balaenoptera_borealis	ND5	102	54	10	111	8504.5	74	NA	NA	NA
Hylobates_pileatus	ND5	84	33	15	149	5475	38	NA	NA	NA
Orcaella_heinsohni	ND5	99	52	5	102	5475	NA	NA	NA	NA
Camelus_ferus	ND5	101	54	21	102	5840	NA	NA	NA	NA
Pusa_hispida	ND5	116	39	17	99	6803.8094	46	NA	NA	NA
Lagenorhynchus_albirostris	ND5	103	66	5	93	5667.52995	NA	NA	NA	NA
Eschrichtius_robustus	ND5	101	45	8	121	10444.3345	77	NA	NA	NA
Papio_ursinus	ND5	92	48	14	131	5714.3305	NA	NA	NA	NA
Loxodonta_africana	ND5	111	59	17	78	9125	65	NA	NA	309.35
Elephas_maximus	ND5	118	56	7	78	8030	65.5	3672000	2336.5	308.95
Macaca_silenus	ND5	94	49	8	129	5509.018	40	NA	NA	NA
Megaptera_novaeangliae	ND5	107	47	6	116	8030	95	NA	NA	309.15
Balaenoptera_edeni	ND5	102	48	8	120	10042.4483	72	NA	NA	NA
Cervus_elaphus	ND5	108	59	12	76	5209.4516	31.5	67000	112.43	308.35
Eubalaena_japonica	ND5	101	45	11	118	9704.4375	NA	NA	NA	NA
Cebus_albifrons	ND5	105	67	10	91	5508.653	40.4	NA	NA	NA
Ursus_arctos	ND5	106	60	19	84	5976.26666657	40	NA	NA	310.45
Papio_hamadryas	ND5	91	40	14	135	5332.504	37.5	12670.8	21.095	311.15
Phoca_largha	ND5	111	38	21	99	6935	NA	NA	NA	NA
Nomascus_leucogenys	ND5	92	32	12	156	5475	NA	NA	NA	NA
Neophocaena_phocaenoides	ND5	81	53	20	118	6095.5	33	NA	NA	NA
Pan_paniscus	ND5	93	45	8	137	9125	55	NA	NA	NA
Globicephala_macrorhynchus	ND5	97	71	7	94	8650.5	63	NA	NA	NA
Sousa_chinensis	ND5	101	58	3	94	7300	NA	NA	NA	NA
Diceros_bicornis	ND5	119	42	5	105	6205	49	NA	NA	312.15
Balaena_mysticetus	ND5	95	38	12	132	18980	211	NA	NA	NA
Neophocaena_asiaeorientalis	ND5	81	53	20	118	6095.5	NA	NA	NA	NA
Gorilla_gorilla	ND5	92	58	15	124	8030	55.4	NA	NA	308.65
Lobodon_carcinophaga	ND5	123	36	11	90	5475	NA	NA	NA	NA
Pusa_sibirica	ND5	119	38	18	98	7898.81575	56	NA	NA	NA
Stenella_attenuata	ND5	101	60	6	96	8395	46	NA	NA	NA
Tursiops_truncatus	ND5	100	61	4	92	6427.88	51.6	NA	NA	NA
Hylobates_lar	ND5	86	40	15	142	5475	56	NA	NA	NA
Erignathus_barbatus	ND5	123	38	6	93	6935	NA	NA	NA	NA
Balaenoptera_omurai	ND5	100	56	10	105	9016.737075	NA	NA	NA	NA
Ceratotherium_simum	ND5	120	38	10	103	6865.34583343	45	NA	NA	NA
Pongo_abelii	ND5	91	44	12	150	9125	NA	NA	NA	NA
Balaenoptera_physalus	ND5	106	50	10	111	9490	114	NA	NA	NA
Pongo_pygmaeus	ND5	94	43	12	154	7300	59	NA	NA	NA
Macaca_fuscata	ND5	96	43	12	129	5118.76	38.5	NA	NA	NA
Hylobates_agilis	ND5	86	37	17	150	5475	49	NA	NA	NA
Enhydra_lutris	ND5	106	39	15	101	5475	27	26832.8	98.479	310.65
Neophocaena_phocaenoides	ND5	81	53	20	118	5840	33	NA	NA	NA
Dicerorhinus_sumatrensis	ND5	111	35	14	114	7300	32.8	NA	NA	NA
Pseudorca_crassidens	ND5	94	58	8	101	7242.6075	62.5	NA	NA	309.75
Pusa_caspica	ND5	118	38	20	98	5840	NA	NA	NA	NA
Papio_cynocephalus	ND5	92	44	14	128	6188.575	NA	NA	NA	NA
Giraffa_camelopardalis	ND6	41	23	2	29	5251.01166657	39.5	NA	NA	310.25
Pusa_caspica	ND6	47	27	6	15	5840	NA	NA	NA	NA
Eubalaena_australis	ND6	40	39	4	20	9855	70	NA	NA	NA
Papio_hamadryas	ND6	40	27	5	32	5332.504	37.5	12670.8	21.095	311.15
Erignathus_barbatus	ND6	54	27	1	13	6935	NA	NA	NA	NA
Camelus_ferus	ND6	36	28	2	32	5840	NA	NA	NA	NA
Balaenoptera_borealis	ND6	41	28	1	26	8504.5	74	NA	NA	NA
Balaena_mysticetus	ND6	45	34	1	21	18980	211	NA	NA	NA
Tachyglossus_aculeatus	ND6	35	26	4	24	5687.0204	49.5	2909	2.327	303.85
Ursus_arctos	ND6	38	26	9	20	5976.26666657	40	NA	NA	310.45
Gorilla_gorilla	ND6	33	24	4	42	8030	55.4	NA	NA	308.65
Rhinoceros_sondaicus	ND6	38	24	3	28	5400.53	NA	NA	NA	NA
Rhinoceros_unicornis	ND6	39	25	4	29	6851.98936657	43.5	NA	NA	310.55
Neophocaena_phocaenoides	ND6	39	27	4	28	6095.5	33	NA	NA	NA
Ailuropoda_melanoleuca	ND6	38	38	8	13	5246.699416657	36.8	NA	NA	NA
Nomascus_leucogenys	ND6	34	29	4	36	5475	NA	NA	NA	NA
Dugong_dugon	ND6	39	33	6	28	10246.2396	73	NA	NA	306.15
Feresa_attenuata	ND6	38	30	5	24	7142.099015	NA	NA	NA	NA
Eschrichtius_robustus	ND6	44	27	1	25	10444.3345	77	NA	NA	NA
Cebus_albifrons	ND6	46	34	2	23	5508.653	40.4	NA	NA	NA
Balaenoptera_acutorostrata	ND6	42	34	2	19	8030	50	NA	NA	NA
Ateles_belzebuth	ND6	43	27	3	25	5475	37	NA	NA	NA
Megaptera_novaeangliae	ND6	37	29	2	28	8030	95	NA	NA	309.15
Eubalaena_japonica	ND6	41	38	4	20	9704.4375	NA	NA	NA	NA
Pan_troglodytes	ND6	32	35	3	32	7300	59.4	NA	NA	308.85
Phoca_vitulina	ND6	47	26	7	17	5413.68	47.6	27400	73.29	309.85
Neophocaena_asiaeorientalis	ND6	39	27	4	28	6095.5	NA	NA	NA	NA
Stenella_coeruleoalba	ND6	40	35	3	18	7926.62525	57.5	NA	NA	NA
Elephas_maximus	ND6	44	35	3	13	8030	65.5	3672000	2336.5	308.95
Dicerorhinus_sumatrensis	ND6	38	27	3	28	7300	32.8	NA	NA	NA
Hylobates_pileatus	ND6	33	31	4	34	5475	38	NA	NA	NA
Enhydra_lutris	ND6	43	34	7	13	5475	27	26832.8	98.479	310.65
Trichechus_manatus	ND6	42	30	6	27	7300	65	450000	70.0056	NA
Zalophus_californianus	ND6	47	27	8	18	5306.69155	35.7	NA	NA	311.25
Lagothrix_lagotricha	ND6	43	28	4	24	5475	32	NA	NA	NA
Lobodon_carcinophaga	ND6	50	28	2	15	5475	NA	NA	NA	NA
Hyperoodon_ampullatus	ND6	41	31	0	22	6460.5	37	NA	NA	NA
Peponocephala_electra	ND6	39	28	3	26	8245.925	47	NA	NA	NA
Loxodonta_africana	ND6	45	29	4	18	9125	65	NA	NA	309.35
Lagenorhynchus_albirostris	ND6	43	36	0	19	5667.52995	NA	NA	NA	NA
Ceratotherium_simum	ND6	42	27	2	25	6865.34583343	45	NA	NA	NA
Ursus_maritimus	ND6	39	27	9	19	5475	43.8	NA	NA	309.95
Hylobates_lar	ND6	32	30	7	36	5475	56	NA	NA	NA
Stenella_attenuata	ND6	43	33	0	21	8395	46	NA	NA	NA
Balaenoptera_physalus	ND6	38	33	0	24	9490	114	NA	NA	NA
Monodon_monoceros	ND6	39	32	2	20	8760	50	NA	NA	NA
Neophocaena_phocaenoides	ND6	39	27	4	28	5840	33	NA	NA	NA
Globicephala_melas	ND6	41	29	2	25	8760	60	NA	NA	NA
Tursiops_aduncus	ND6	41	32	2	22	6427.88	NA	NA	NA	NA
Hylobates_agilis	ND6	31	30	6	35	5475	49	NA	NA	NA
Pusa_hispida	ND6	49	25	5	16	6803.8094	46	NA	NA	NA
Pongo_abelii	ND6	33	29	1	41	9125	NA	NA	NA	NA
Balaenoptera_edeni	ND6	37	30	2	26	10042.4483	72	NA	NA	NA
Sousa_chinensis	ND6	41	30	5	21	7300	NA	NA	NA	NA
Globicephala_macrorhynchus	ND6	39	29	3	25	8650.5	63	NA	NA	NA
Cervus_elaphus	ND6	33	33	1	27	5209.4516	31.5	67000	112.43	308.35
Caperea_marginata	ND6	39	31	5	25	10278.51578	NA	NA	NA	NA
Berardius_bairdii	ND6	37	35	4	18	9855	84	NA	NA	NA
Balaenoptera_bonaerensis	ND6	42	31	2	23	8030	NA	NA	NA	NA
Pseudorca_crassidens	ND6	44	30	1	24	7242.6075	62.5	NA	NA	309.75
Mesoplodon_grayi	ND6	38	39	0	14	6460.5	NA	NA	NA	NA
Orcaella_heinsohni	ND6	42	32	2	22	5475	NA	NA	NA	NA
Mesoplodon_ginkgodens	ND6	38	34	3	18	6460.5	NA	NA	NA	NA
Nomascus_siki	ND6	33	27	5	38	5475	NA	NA	NA	NA
Pusa_sibirica	ND6	46	25	7	19	7898.81575	56	NA	NA	NA
Mesoplodon_europaeus	ND6	37	34	2	22	6460.5	48	NA	NA	NA
Papio_ursinus	ND6	38	26	7	31	5714.3305	NA	NA	NA	NA
Tursiops_truncatus	ND6	39	33	2	22	6427.88	51.6	NA	NA	NA
Grampus_griseus	ND6	41	31	2	24	7300	42.5	NA	NA	NA
Papio_cynocephalus	ND6	40	29	5	31	6188.575	NA	NA	NA	NA
Ziphius_cavirostris	ND6	43	29	0	24	6460.5	62	NA	NA	NA
Macaca_fuscata	ND6	46	31	1	26	5118.76	38.5	NA	NA	NA
Monachus_schauinslandi	ND6	50	25	3	18	5475	NA	NA	NA	NA
Pongo_pygmaeus	ND6	33	26	2	45	7300	59	NA	NA	NA
Diceros_bicornis	ND6	42	29	5	22	6205	49	NA	NA	312.15
Phoca_largha	ND6	46	24	8	20	6935	NA	NA	NA	NA
Balaenoptera_musculus	ND6	38	36	1	22	11315	110	NA	NA	NA
Pan_paniscus	ND6	33	38	1	29	9125	55	NA	NA	NA
Balaenoptera_omurai	ND6	44	27	4	27	9016.737075	NA	NA	NA	NA
Macaca_silenus	ND6	43	25	4	32	5509.018	40	NA	NA	NA
