first;second;at;ag;ac;ta;tg;tc;ga;gt;gc;ca;ct;cg
20761;18844;0;2;0;0;0;0;0;0;0;0;1;0
20180;18112;0;1;0;0;0;1;1;0;0;0;1;0
13287;8480;0;1;0;0;0;0;0;0;0;0;0;0
4756;EU_GB_0806;0;0;0;0;0;2;0;0;1;0;3;0
35858;XX_XX_12518;0;1;0;0;0;1;1;0;0;0;0;0
5248;XX_XX_3935;0;0;0;0;0;2;0;0;0;0;0;0
27813;XX_XX_2801;0;2;0;0;0;1;1;0;0;0;0;0
9730;2208;1;0;0;0;0;0;0;0;0;0;0;0
31262;4384;0;0;1;0;0;3;1;0;0;0;1;0
240;AF_ZM_0461;0;0;0;0;0;1;1;0;0;0;0;0
12109;6387;0;1;0;0;0;3;1;0;0;0;0;0
28671;25941;0;3;0;0;0;2;2;0;0;0;0;0
28592;14643;0;1;0;0;0;2;0;0;0;0;3;0
30268;2797;0;1;0;0;0;0;1;0;0;0;1;0
30557;30291;0;0;0;0;0;0;0;0;0;0;2;0
29464;EU_XX_0036;0;1;0;0;0;2;3;0;0;0;1;0
25479;AF_BF_0303;0;3;0;0;0;5;2;0;0;2;3;0
12199;6544;0;3;0;0;0;1;2;0;0;0;1;0
25027;XX_XX_8732;0;1;0;0;0;1;5;0;0;0;7;0
17578;EU_DK_0180;0;2;0;0;0;1;1;0;0;0;2;0
8644;AF_TD_0039;1;1;1;0;0;2;2;0;0;2;1;0
16602;AF_SO_0039;0;8;1;0;0;6;9;0;0;1;17;0
2042;XX_XX_5210;1;8;0;0;0;8;13;0;0;0;7;0
28958;28557;0;0;0;0;0;3;1;0;0;0;1;0
32639;EU_XX_0476;0;0;0;0;0;0;1;0;0;0;0;0
5857;EU_IT_2760;0;2;0;2;0;1;2;0;0;0;1;0
33310;25169;0;0;0;0;0;2;1;0;0;0;0;0
13061;8061;0;0;0;0;0;0;0;0;0;0;1;0
24096;22942;0;1;0;0;0;1;0;0;0;0;1;0
154;AF_KM_0045;0;1;0;0;0;3;2;0;0;0;1;0
9816;2348;0;2;0;0;0;1;0;0;0;0;0;0
22786;EU_XX_0459;0;2;0;0;0;0;1;0;0;0;3;0
13528;EU_RS_0014;0;2;0;0;0;1;3;0;0;1;4;0
25092;4392;0;1;0;2;0;0;0;0;0;12;1;0
12749;XX_XX_0253;1;1;0;0;0;0;3;0;0;0;3;0
11528;5335;0;0;0;0;0;0;0;0;0;0;1;0
279;AF_XX_0051;0;1;0;0;0;0;2;0;0;0;1;0
27372;XX_XX_9899;0;4;0;0;0;2;4;0;0;0;1;0
5544;XX_XX_2934;0;1;0;0;0;0;4;0;0;0;2;0
11348;4998;0;0;0;0;0;2;0;0;0;0;1;0
16319;12975;0;1;0;0;0;3;0;0;0;1;2;0
26708;26029;0;2;0;0;0;1;1;0;0;0;4;0
17664;3984;0;1;0;0;0;2;0;0;0;0;0;0
30752;XX_XX_1556;0;4;0;0;1;1;2;0;0;0;1;0
8758;506;0;2;0;0;0;0;0;0;0;0;2;0
17796;EU_DK_0959;0;2;1;0;0;4;5;0;0;0;2;0
25658;AS_JP_0572;0;4;0;0;0;3;3;0;0;0;2;0
6126;XX_XX_2565;0;1;1;0;0;2;4;0;1;0;2;0
26536;25837;0;2;0;0;0;0;1;0;0;0;0;0
21026;19179;0;3;0;8;0;0;0;0;3;3;14;0
27855;27338;0;2;0;0;0;0;0;0;0;0;1;0
5014;XX_XX_2625;0;0;0;0;0;2;2;0;0;0;3;0
35450;35427;0;1;0;0;0;0;1;0;0;0;1;0
25757;24930;0;1;0;0;0;0;0;1;0;0;0;0
4710;EU_IT_0169;0;6;0;0;0;6;4;0;0;0;1;0
27356;26763;0;1;0;0;0;2;2;0;0;0;1;0
14846;AF_TN_0062;0;2;1;0;0;2;1;0;0;0;0;0
10469;AS_PH_0061;0;0;1;0;0;1;1;0;0;0;2;0
16065;12620;0;2;0;0;0;0;3;0;0;0;2;0
30982;AM_XX_0108;0;3;0;0;0;3;2;0;0;0;3;0
9875;AS_AM_0002;0;6;0;0;0;2;4;0;0;0;3;0
34900;34856;0;0;0;2;0;1;1;0;0;11;0;0
34688;34635;0;1;0;0;0;0;0;0;0;0;0;0
25712;14101;0;10;1;0;0;11;7;0;0;1;8;0
28583;28150;0;0;4;0;0;2;2;0;0;0;1;0
24486;20537;0;1;0;0;0;0;1;0;0;0;1;0
34962;34920;0;0;0;0;0;2;0;0;0;0;0;0
18046;XX_XX_3904;1;2;0;0;0;4;2;0;0;0;3;0
15544;EU_BY_0044;0;0;1;0;0;1;1;0;0;0;0;0
14717;3690;0;0;0;0;0;3;1;0;0;0;0;0
9716;2179;0;0;0;0;0;2;2;1;0;0;1;0
5752;XX_XX_4863;0;2;1;0;0;0;2;0;0;1;3;0
14639;OC_TV_0041;0;2;0;0;0;0;1;0;0;0;2;0
27986;27487;0;4;0;0;0;2;4;0;0;0;1;1
9701;2160;0;1;0;1;0;1;0;0;0;0;1;0
2805;EU_RU_1496;0;1;0;0;0;3;1;0;0;0;0;0
24808;EU_RU_0542;0;4;0;0;0;2;4;0;0;0;2;0
30619;30354;0;1;0;0;0;1;1;0;0;0;0;0
28452;13394;0;0;0;0;0;0;2;0;0;0;0;0
33637;16515;0;0;0;0;0;1;2;0;0;0;1;0
34881;34835;0;1;0;0;0;0;0;0;0;0;1;0
2011;OC_PG_0120;0;3;0;0;0;6;2;0;0;1;3;0
29361;EU_XX_0441;0;5;0;0;0;4;4;1;0;0;3;0
27;AF_BW_0159;0;0;0;0;0;1;0;0;0;0;2;0
1376;EU_RU_1234;0;0;0;0;0;0;1;0;0;0;1;0
1676;AS_PH_0304;0;2;2;0;0;3;4;0;0;1;4;0
31317;31113;0;1;0;0;0;1;2;0;0;0;1;0
33430;33332;0;0;0;0;0;0;0;0;0;0;1;0
31749;31567;0;0;0;0;0;1;0;0;0;0;0;0
17919;XX_XX_8970;0;0;0;0;0;0;1;0;0;0;1;0
276;EU_IT_2023;0;1;0;0;0;1;1;0;0;0;2;0
33376;2582;0;1;0;0;0;1;0;0;0;0;4;0
17176;14111;0;5;0;0;0;7;5;0;0;0;2;0
18894;16459;1;3;0;0;0;6;4;0;0;0;8;0
20768;AF_ZM_0395;0;0;0;0;0;0;1;0;0;0;3;0
6847;AM_US_0594;0;1;0;0;0;0;0;0;0;0;1;0
17726;EU_ES_0936;0;1;0;0;0;2;0;0;0;0;3;0
15446;5656;0;2;0;0;0;0;0;0;0;0;1;0
21186;19386;0;1;0;0;0;5;1;0;0;0;5;0
8052;AF_ZM_0584;0;6;2;0;0;2;6;0;1;0;5;0
17305;EU_IT_0428;0;3;0;0;0;5;4;0;0;0;5;0
25960;25170;0;1;0;0;0;2;2;0;1;0;1;0
20018;17915;2;3;12;0;0;0;0;0;0;0;3;0
29204;AF_BF_0049;0;0;0;0;0;1;2;0;0;0;0;0
26502;24978;0;2;0;0;0;1;2;0;0;0;3;0
18658;16137;0;1;0;0;0;0;0;0;0;0;0;0
10617;3751;0;11;1;1;0;11;8;0;0;1;7;2
29561;23567;1;2;0;0;0;3;1;0;0;0;2;0
27543;26969;0;0;0;0;0;1;0;0;0;1;1;0
22459;20955;0;2;0;0;0;3;5;0;0;1;0;0
927;EU_RU_0757;0;0;0;0;0;4;3;0;0;0;0;0
14736;XX_XX_0101;0;10;0;0;0;9;8;0;0;0;9;0
876;EU_RU_0203;0;3;0;0;0;2;0;0;0;1;4;0
10576;AS_PH_0211;0;6;0;0;0;6;8;0;0;0;6;0
20054;EU_GB_0321;0;0;0;0;1;1;2;0;0;0;0;0
27199;XX_XX_3060;0;3;0;0;0;5;1;0;0;0;1;0
11169;EU_IT_2815;0;2;0;0;0;2;3;0;0;0;1;0
22993;4350;0;1;0;0;0;0;1;0;0;0;0;0
13975;9491;0;5;0;0;0;3;0;0;0;0;2;1
34954;AF_KE_0167;0;1;1;0;0;1;0;0;0;0;0;0
25797;24976;0;6;0;0;0;1;1;0;0;1;4;0
2184;XX_XX_12334;0;0;0;0;0;2;0;0;0;1;1;0
18680;AM_PR_0034;0;1;0;0;0;1;0;0;0;0;0;0
17276;XX_XX_10313;0;2;0;0;0;0;1;0;0;0;2;0
6649;EU_FI_0518;0;1;0;0;0;2;1;0;0;1;1;0
4549;EU_GB_0121;0;1;1;0;0;2;1;0;0;0;3;0
3209;AS_MY_0011;0;0;0;0;0;1;0;0;0;2;4;0
29330;2777;0;1;0;0;0;0;2;0;0;0;0;0
17911;15138;0;1;0;0;0;0;0;0;0;0;0;0
20413;18411;0;2;0;0;0;2;3;0;0;0;5;0
35306;35275;0;0;0;0;0;2;1;0;0;0;2;0
16187;12788;0;2;0;0;0;2;1;0;0;0;1;0
31817;31639;0;1;0;0;0;0;0;0;0;0;0;0
11961;AS_MM_0070;0;3;0;0;0;2;4;0;0;0;4;0
23998;22825;0;0;0;0;0;0;0;0;0;0;1;0
34116;34044;0;2;0;0;0;0;0;0;0;0;0;0
16982;13853;0;6;0;0;0;5;2;0;0;0;2;0
4596;EU_HU_0098;0;2;0;0;0;3;3;0;0;0;1;0
2864;AS_XX_0246;0;1;0;0;0;2;3;1;0;0;3;0
12167;6478;0;1;0;0;0;2;0;0;0;1;0;0
35447;XX_XX_12623;0;0;0;0;0;2;0;0;0;0;0;0
33707;33621;0;0;0;0;0;4;1;0;0;0;1;0
34548;34489;0;1;0;0;0;2;1;0;0;0;0;0
7494;AM_US_0759;0;3;2;0;0;3;1;0;0;0;2;0
30562;30296;0;0;0;0;0;0;1;0;0;0;3;0
1078;AS_TH_0235;0;2;0;0;0;1;2;0;0;0;1;0
4323;EU_GB_0482;0;2;0;0;0;3;3;0;0;0;3;0
31184;30969;1;5;0;0;0;9;3;0;0;0;6;0
34920;34876;0;1;0;0;0;2;0;0;0;0;1;0
4046;AS_CN_0401;0;1;0;0;0;0;1;0;0;0;1;0
4481;XX_XX_2017;0;2;0;0;0;0;2;0;0;0;0;0
24512;23448;0;1;1;0;0;0;2;0;0;0;0;0
4090;AS_VN_0039;0;6;0;0;0;3;6;0;0;1;4;0
20324;EU_CH_0018;0;1;1;0;0;1;3;0;0;0;1;0
18318;15683;0;2;0;0;0;1;1;0;0;0;0;0
10420;3410;0;1;1;0;0;0;1;0;0;0;1;0
26333;EU_IT_2207;0;4;0;0;0;5;1;0;0;0;6;0
3896;AS_VN_0022;0;2;0;0;0;1;0;0;0;0;2;0
21106;19285;0;0;0;0;0;0;3;0;0;0;0;0
365;XX_XX_7355;0;7;0;0;0;5;2;0;0;0;4;0
32241;XX_XX_7291;0;2;0;0;0;2;3;0;0;0;2;0
20779;18867;0;0;0;0;0;2;1;0;0;1;2;0
12150;6449;0;2;0;0;0;1;2;0;0;1;0;0
20383;AS_TR_0057;0;7;0;0;0;4;1;0;0;0;5;0
15816;XX_XX_2130;0;6;0;0;0;1;6;0;0;0;2;0
191;AF_ST_0004;0;2;0;0;0;2;1;0;0;0;1;0
24114;AS_TH_0039;1;1;0;0;0;1;2;0;0;0;2;0
26629;AM_US_0577;0;0;0;0;0;3;0;0;0;0;1;0
20818;XX_XX_5679;0;1;0;0;0;1;0;0;0;0;0;0
27396;26808;1;1;0;0;0;4;1;0;0;2;3;0
28707;EU_XX_0284;0;1;0;0;0;0;1;0;0;0;0;0
3665;EU_FI_0257;0;4;1;0;0;7;5;0;0;1;5;0
31696;31511;0;2;0;0;0;1;1;0;0;1;7;0
29479;29123;0;1;0;0;0;4;1;0;0;0;1;0
8040;EU_IT_0322;0;3;0;0;0;4;7;0;0;0;3;1
26590;25895;0;1;0;0;0;0;0;0;0;0;1;0
3825;XX_XX_7523;0;0;0;0;0;1;0;0;0;0;1;0
867;AM_CA_0118;0;3;0;0;0;4;2;0;0;0;5;1
3328;AS_XX_0012;0;2;1;0;0;3;2;0;0;0;1;0
8561;161;0;0;1;0;0;0;1;0;0;0;1;0
7131;EU_DK_1139;0;0;0;0;0;3;0;0;0;0;1;0
10345;AM_EC_0060;0;6;0;0;0;2;2;0;1;1;5;1
34231;EU_PL_0426;0;1;0;0;0;2;0;0;0;0;0;0
18558;16003;0;0;1;0;0;0;0;0;0;0;0;0
10715;XX_XX_8196;0;1;0;0;0;1;0;0;0;0;0;0
6040;EU_IT_1809;0;2;0;0;0;4;1;0;0;0;7;0
30486;30216;0;1;0;0;0;1;1;0;0;1;0;0
18040;5286;0;1;0;0;0;2;3;0;0;0;5;0
1006;AS_VN_0093;0;0;0;0;0;1;1;0;0;0;0;0
7309;EU_IT_1739;0;3;0;0;0;1;7;0;0;0;4;0
27557;AS_TH_0232;0;1;0;0;0;1;2;0;0;0;0;0
24704;16695;0;0;1;0;0;1;3;0;1;1;2;0
35591;XX_XX_0449;0;5;1;0;0;4;2;0;0;0;1;0
22300;20764;0;1;0;0;0;0;0;0;0;0;1;0
10354;3297;0;1;0;0;0;1;2;0;0;0;0;0
25782;OC_WS_0020;0;1;0;0;0;0;0;0;0;0;1;0
22663;EU_IT_0545;0;6;1;0;0;8;2;0;0;0;7;1
28689;28262;0;1;0;0;0;0;0;0;0;0;0;0
19852;EU_IT_0758;1;7;0;0;0;7;4;0;0;1;4;1
15306;11488;0;0;0;0;0;0;1;0;0;0;2;0
1237;AM_AR_0002;0;2;0;1;0;8;2;0;0;0;3;0
23736;EU_RU_0963;0;2;0;0;0;2;1;0;0;0;5;0
3873;AS_PH_0253;0;0;0;0;0;1;0;0;0;0;1;0
19060;16671;0;2;0;0;0;1;1;0;0;0;4;0
36229;36225;0;0;0;0;0;1;0;0;0;0;0;0
21410;AS_PH_0316;0;2;0;0;0;2;0;0;0;0;0;0
19925;AM_XX_0306;0;0;1;0;0;1;0;0;0;0;0;0
11867;EU_FI_0425;1;1;0;0;0;4;2;0;0;0;2;0
2392;EU_GR_0045;2;6;11;0;0;1;2;0;0;0;3;0
8583;199;0;0;0;0;0;1;1;0;0;0;0;0
2354;EU_DK_0382;0;5;0;0;0;2;2;0;0;0;1;0
17059;13960;0;4;2;1;0;17;8;0;0;2;7;0
20504;6972;0;3;0;0;0;0;1;0;0;0;1;0
21886;XX_XX_2785;0;4;0;0;0;3;0;0;0;0;1;0
35007;24932;0;1;0;0;0;2;0;0;0;0;1;1
35011;3067;0;0;0;0;0;0;0;0;0;0;1;0
32120;XX_XX_13005;0;1;0;0;0;1;0;0;0;0;0;0
26129;20495;0;0;0;0;0;1;1;0;0;0;0;0
640;AM_PE_0529;0;3;0;0;0;3;1;0;0;0;3;0
7448;XX_XX_14073;0;5;0;0;1;3;4;0;1;1;3;0
1469;AM_PE_0389;0;2;0;0;0;3;3;0;0;0;5;0
32474;11237;0;1;0;0;0;1;1;0;0;1;2;0
25423;24536;0;1;0;0;1;0;1;0;0;0;1;0
19748;17557;0;2;0;0;0;6;3;0;0;1;3;0
14431;10161;1;2;0;0;0;1;1;0;0;0;2;0
33928;EU_GB_0305;0;0;0;0;0;0;0;0;0;0;2;0
1485;AS_JP_0130;0;3;0;0;0;0;3;0;0;0;0;0
4527;EU_DK_1047;0;1;0;0;0;1;1;0;0;0;2;0
14363;XX_XX_1057;0;2;0;0;0;4;2;0;0;0;2;0
34561;34503;0;1;0;0;0;1;0;0;0;0;1;0
30037;11046;0;0;0;0;0;2;0;0;0;0;1;0
9960;XX_XX_1801;0;0;0;0;0;1;1;0;0;0;2;0
10907;4255;0;0;0;0;0;0;1;0;0;0;0;0
26655;5173;0;1;0;0;0;1;0;0;0;0;0;0
21239;AS_IN_0313;0;1;0;0;0;0;2;0;0;0;0;0
27437;26199;1;1;0;0;0;5;6;0;0;0;3;0
7424;AS_XX_0175;0;8;0;0;0;13;5;0;0;1;13;0
7916;AF_GW_0011;1;3;1;0;0;5;6;0;0;0;3;0
6661;XX_XX_11677;0;5;0;0;0;2;1;0;0;0;5;0
5789;XX_XX_4868;0;0;2;0;0;2;3;0;0;1;2;0
826;XX_XX_6027;0;2;0;0;0;2;2;1;0;0;4;0
22964;AS_LA_0017;0;1;0;0;0;2;2;0;0;0;4;0
34491;34429;0;1;0;0;0;0;0;0;0;1;4;0
30842;EU_DE_0127;0;1;0;0;0;0;2;0;0;0;0;0
23932;22742;0;1;0;0;0;1;0;1;0;0;0;1
20225;18169;0;2;0;0;0;1;0;0;0;0;2;0
38;AF_NA_0165;1;3;0;0;0;6;2;0;0;0;3;0
25773;EU_XX_0204;0;1;0;0;0;1;0;0;0;0;1;0
5018;EU_DK_1102;0;0;0;0;0;1;0;0;0;0;1;0
17944;4888;0;0;0;0;0;1;1;0;0;0;0;0
3357;XX_XX_13906;0;1;0;0;0;2;6;1;0;0;3;0
21831;XX_XX_2480;0;2;0;0;0;2;1;0;0;0;2;0
3682;XX_XX_4699;0;8;0;1;0;3;12;0;0;0;9;0
3419;XX_XX_11474;0;3;1;0;0;1;4;0;0;0;5;0
23084;17955;0;0;0;0;0;0;2;0;0;1;0;0
11383;XX_XX_1411;0;3;0;0;0;1;6;0;0;0;2;0
34429;XX_XX_13793;0;4;0;0;0;4;3;1;0;0;1;0
14594;AM_EC_0025;0;1;0;0;0;2;1;0;1;0;2;0
2569;AM_US_0177;0;0;0;0;0;3;1;0;0;0;1;0
33264;AM_XX_0248;0;5;1;0;0;6;2;0;0;0;3;0
8426;XX_XX_2874;0;2;0;0;0;3;2;0;0;0;2;0
3076;OC_SB_0437;0;0;0;0;0;0;2;0;0;0;4;0
31782;31602;0;1;0;0;0;1;3;0;0;0;0;0
29052;28655;1;1;0;0;0;1;0;1;0;0;11;0
13712;AS_TW_0603;1;1;0;0;0;0;2;0;0;0;2;0
13482;522;0;0;0;0;0;1;0;0;0;0;1;0
30191;AF_ZM_0167;0;0;0;0;0;0;0;0;0;0;2;0
10055;XX_XX_10695;0;2;0;0;0;0;2;0;0;0;2;1
4263;EU_DK_0847;0;4;0;0;0;1;2;0;0;0;1;0
29759;29433;0;3;0;0;0;0;2;0;0;0;2;0
22813;OC_SB_0081;0;1;0;0;0;1;0;0;0;0;2;0
25238;11716;0;0;0;0;0;2;0;0;0;0;0;0
12003;6196;0;1;1;1;0;3;1;0;0;0;2;0
14133;9709;0;0;0;0;0;0;0;0;0;0;1;0
33042;20994;0;1;0;0;0;3;2;0;0;0;4;0
9028;AS_PH_0275;0;0;0;0;0;0;1;0;0;0;0;0
5791;XX_XX_12048;0;1;0;0;0;6;0;0;0;0;2;0
11310;EU_RU_1493;0;1;0;0;0;2;1;0;0;0;5;1
35162;35127;0;0;0;0;0;1;1;0;0;0;0;0
4339;XX_XX_1868;0;1;0;0;0;0;0;0;0;0;1;0
30242;AS_IN_0090;0;6;0;0;1;7;5;0;0;1;9;0
22182;7461;0;0;0;0;0;0;1;0;0;0;0;0
28177;3876;0;0;0;0;0;1;0;0;0;0;1;0
26024;25241;0;1;0;0;0;2;3;0;1;0;0;0
10730;XX_XX_5495;0;6;0;0;0;11;2;0;0;1;3;0
35695;32231;0;6;1;0;0;5;4;0;0;0;4;0
31099;EU_ES_0057;0;1;0;0;0;2;1;0;0;0;3;0
8703;AS_TW_0673;0;1;0;0;0;2;0;0;0;0;1;0
12204;XX_XX_0705;0;2;0;0;0;2;0;0;0;0;0;0
21108;19287;0;1;0;0;0;1;1;0;0;0;1;0
14711;XX_XX_5279;0;0;1;0;0;3;0;0;0;0;2;0
25362;EU_IT_1664;0;3;0;0;0;3;2;0;0;0;2;0
28501;28060;0;1;0;0;0;3;1;0;0;0;3;0
17066;13968;0;2;0;0;0;3;3;0;0;0;1;0
28803;28386;0;0;0;0;0;1;1;0;0;0;0;0
32860;32737;0;0;0;0;0;1;0;0;0;0;0;0
2508;XX_XX_11971;0;1;0;0;0;1;2;0;0;0;4;0
1707;EU_RU_1138;0;0;0;0;0;0;1;0;0;2;2;0
34015;EU_DE_0190;0;1;0;0;0;2;0;0;0;0;0;0
27703;27161;0;0;1;0;0;0;1;0;0;0;0;0
10295;OC_SB_0391;0;0;0;0;0;1;1;0;0;0;0;0
35057;EU_IT_0136;0;3;0;0;0;5;2;0;0;0;2;0
1072;AS_TH_0440;0;1;0;0;0;5;1;0;0;0;0;0
21460;19733;0;2;1;0;0;0;0;1;0;0;0;0
33793;32514;0;0;0;0;0;3;0;0;0;0;0;0
11057;4516;0;1;0;0;0;0;0;0;0;0;0;0
15414;11633;0;0;0;0;0;1;0;0;0;0;1;0
35237;35204;0;1;0;0;0;1;0;0;0;0;2;0
18996;16594;0;3;0;0;0;0;1;0;0;0;3;0
23680;22445;0;0;0;0;0;1;0;0;0;0;1;0
36210;27281;0;1;0;0;0;1;0;0;0;1;3;0
16470;13182;0;0;0;0;0;0;1;0;0;0;0;0
22117;AM_EC_0224;0;0;0;0;0;1;2;0;0;0;1;0
14276;9924;0;0;0;0;0;0;0;0;0;0;1;0
33831;XX_XX_1639;0;1;0;1;0;0;0;0;0;0;2;0
6828;XX_XX_6258;0;4;0;0;0;8;3;0;0;0;5;0
6395;EU_DE_0286;0;1;0;0;0;4;1;0;0;0;1;0
9956;2588;0;1;0;0;0;4;1;0;0;0;1;0
6851;XX_XX_14187;0;0;0;0;0;2;1;0;0;0;0;0
15099;11155;1;1;0;2;0;3;1;0;0;10;1;1
959;XX_XX_8245;0;0;0;0;0;0;2;0;0;0;0;0
2321;EU_DK_1780;0;1;0;0;0;0;5;0;0;0;0;0
31630;AS_IR_0048;0;9;1;0;0;10;3;0;0;1;7;0
2444;EU_IT_0460;0;2;0;0;0;0;1;0;0;0;1;0
29019;EU_FI_0207;0;1;0;0;0;2;0;0;0;0;3;0
2677;XX_XX_1456;0;3;0;0;0;0;2;0;0;0;3;0
24117;10861;0;0;0;0;0;0;1;0;0;0;1;0
16608;13366;0;0;0;0;0;0;0;0;0;0;1;0
29658;29316;0;1;0;0;0;1;0;0;0;0;0;0
10475;AS_JP_0089;0;2;0;0;0;0;0;0;0;0;0;0
12515;EU_IT_0830;0;6;0;0;0;1;2;0;0;0;0;0
7787;AF_TZ_0018;0;3;1;0;0;3;2;0;1;0;2;1
1199;AS_IN_0446;1;6;1;2;0;6;6;1;0;0;5;0
30787;EU_DK_0367;0;2;0;0;0;0;0;0;0;0;0;0
29964;29652;0;2;0;0;0;1;3;0;0;0;1;0
7432;AM_CO_0210;0;2;0;0;0;3;2;0;0;0;4;0
25021;24067;0;1;0;0;0;1;0;0;0;0;2;0
1880;AS_IN_0590;0;2;0;0;0;0;4;1;0;1;1;0
15348;11540;0;0;0;0;0;0;2;0;0;0;0;0
30941;8136;0;2;0;0;0;0;0;0;0;0;2;0
11168;4698;1;0;0;0;0;0;1;0;0;0;0;0
34283;XX_XX_2585;0;0;0;0;0;0;0;0;0;0;1;0
6122;AS_IN_1023;0;0;0;0;0;3;1;0;0;0;0;0
20554;12571;0;1;0;0;0;0;0;0;0;0;1;0
24901;EU_DK_0884;0;1;0;0;0;3;3;0;0;0;1;0
15688;12046;0;0;0;0;0;1;1;0;0;0;0;0
21800;EU_IT_1289;0;1;0;0;0;2;2;0;0;0;0;0
2470;EU_IT_2114;0;2;0;0;0;1;1;0;0;0;1;0
34;AF_ZA_0012;0;0;0;0;0;1;0;0;0;0;1;0
30308;30025;0;0;0;0;0;1;0;0;0;0;0;0
22068;20472;0;1;0;0;0;0;0;0;0;0;0;0
10445;3453;0;2;0;0;0;0;2;0;0;0;0;0
35597;17310;0;0;1;0;0;0;1;0;0;0;0;0
30401;30122;0;0;0;0;0;0;1;0;0;0;2;1
35926;AS_GE_0015;0;0;0;0;0;0;1;0;0;0;0;0
2732;EU_FI_0242;0;2;0;0;0;2;0;0;0;0;1;0
7185;AS_IR_0037;1;2;0;0;0;4;3;0;0;1;5;0
10383;3346;0;5;1;1;0;3;3;0;0;0;0;0
15261;EU_GB_0415;0;1;1;0;0;3;1;0;0;0;1;0
5995;XX_XX_8614;0;3;0;0;0;3;1;0;0;0;5;0
10591;3708;0;0;0;0;0;1;0;0;0;0;1;1
15796;EU_PL_0416;0;4;0;0;0;6;1;0;0;2;6;0
25389;24500;0;2;0;0;0;2;0;0;0;0;1;0
28141;OC_FJ_0043;0;1;0;0;0;2;0;0;0;0;0;0
7528;AM_XX_0618;0;1;0;0;0;4;0;0;1;0;4;0
3451;AM_PE_0294;1;1;1;0;0;0;4;0;0;0;0;0
12107;EU_DK_1612;0;1;0;0;0;1;0;0;0;0;0;0
27573;9210;0;4;0;0;0;1;2;0;0;0;4;0
21459;19732;0;1;0;0;0;0;1;0;0;0;0;0
13271;8449;0;1;0;0;0;0;0;0;0;0;0;0
28460;27517;0;0;0;0;0;1;0;0;0;0;0;0
19325;17015;0;6;0;0;0;4;8;0;0;1;3;0
4334;AF_KE_0191;0;0;0;0;0;1;2;0;0;0;4;0
2759;XX_XX_4689;0;1;0;0;0;4;1;1;0;0;3;0
34199;27086;0;0;0;0;0;0;2;0;0;0;3;0
32196;18181;1;1;0;0;0;0;0;0;0;0;0;0
12492;AM_CA_0068;0;4;0;0;0;1;1;0;0;0;0;0
9733;EU_SK_0001;0;1;0;0;0;1;0;0;0;0;1;0
35154;35119;0;0;0;0;0;2;0;0;0;0;2;0
29175;XX_XX_10746;0;1;0;0;0;1;1;0;0;0;1;0
26123;12386;0;2;0;0;0;0;0;0;0;0;2;0
11475;5231;0;2;0;0;0;1;1;0;0;0;0;0
8273;AF_XX_0008;0;1;0;0;0;0;0;0;0;0;0;0
22926;XX_XX_0919;0;3;0;0;0;0;1;0;1;0;3;0
4224;EU_ES_0415;1;0;0;0;0;0;1;0;0;0;1;0
13035;XX_XX_5104;0;3;0;0;0;2;2;0;0;0;0;0
12028;AF_AO_0293;0;1;0;0;0;1;0;0;0;0;1;0
9760;EU_IT_0340;0;1;0;0;0;4;3;0;0;0;0;0
36236;36232;0;0;0;0;0;3;0;0;0;0;2;0
1416;XX_XX_3621;0;2;0;0;0;3;3;0;0;0;1;0
29427;29067;0;0;0;0;0;0;0;0;0;0;2;0
321;AF_KE_0256;0;0;0;0;0;1;0;0;0;0;1;0
621;AM_AR_0052;0;3;0;0;0;5;1;0;0;0;4;0
27309;11764;0;0;0;0;0;0;3;0;0;0;3;0
15146;XX_XX_2953;0;1;0;0;0;1;1;0;0;0;1;0
1611;AS_KH_0035;1;9;3;0;0;14;8;0;1;0;10;0
22974;21588;0;1;0;0;0;1;0;0;0;0;2;0
8775;AS_CN_0014;0;1;0;0;0;1;1;0;0;0;1;0
2498;EU_IT_0392;0;2;0;0;0;1;6;0;0;0;3;0
1320;AM_XX_0510;0;2;0;0;0;3;3;0;0;0;0;0
24054;XX_XX_3870;0;7;2;0;0;5;9;0;1;0;7;0
26217;25464;0;3;1;0;0;5;1;0;0;0;1;1
23964;OC_AU_0048;0;0;0;0;0;2;1;0;0;0;0;0
25656;24809;0;1;0;0;0;0;1;0;0;0;1;0
24082;3908;0;3;0;0;0;1;3;0;1;0;3;0
9425;AS_TW_0429;0;0;0;0;0;1;2;0;0;0;0;0
17009;13890;1;2;0;0;0;4;2;0;0;0;5;0
12716;AM_XX_0559;0;2;0;0;0;3;6;0;0;0;6;0
1900;XX_XX_12047;0;6;0;0;0;4;5;0;0;0;5;0
29766;18038;0;2;0;0;0;2;2;0;0;0;0;0
9520;1841;0;2;0;0;0;7;1;0;0;1;4;0
4412;XX_XX_4922;0;1;0;0;0;2;0;0;0;0;3;0
16151;12735;0;1;0;0;0;2;2;0;0;0;2;0
530;EU_IT_1310;0;1;0;0;0;1;5;0;0;0;2;0
26323;741;0;0;0;0;0;1;1;0;0;0;0;0
14464;OC_SB_0448;0;4;0;0;0;2;3;0;0;0;1;0
31911;AM_US_0262;0;3;0;0;0;2;4;0;0;0;2;0
10863;4176;0;1;0;0;0;0;0;0;0;0;1;0
23452;22167;0;2;0;0;0;2;4;0;0;0;0;0
11805;5866;0;0;0;0;0;0;1;0;1;1;1;0
