,Species,NeutralA,NeutralT,NeutralG,NeutralC,FrA,FrT,FrG,FrC,Lm,Tm,TemperatureC,Class
4071,Pseudopungtungia_tenuicorpus,845,414,185,517,0.430902600713921,0.211116777154513,0.0943396226415094,0.263640999490056,NA,NA,NA,Actinopterygii
4402,Silurus_asotus,824,289,129,669,0.431187859759288,0.151229722658294,0.0675039246467818,0.350078492935636,NA,NA,NA,Actinopterygii
3160,Liobagrus_anguillicauda,810,300,124,640,0.432230522945571,0.16008537886873,0.0661686232657417,0.341515474919957,NA,NA,NA,Actinopterygii
4201,Rhinobatos_hynnicephalus,792,361,49,629,0.432550518842163,0.197160021845986,0.0267613326051338,0.343528126706718,NA,NA,NA,Chondrichthyes
3520,Neotrygon_kuhlii,804,396,51,607,0.432723358449946,0.21313240043057,0.027448869752422,0.326695371367061,NA,NA,NA,Chondrichthyes
3702,Pangio_anguillaris,853,366,144,606,0.433214829862875,0.185881157948197,0.0731335703402742,0.307770441848654,NA,NA,NA,Actinopterygii
4346,Schizothorax_waltoni,851,285,268,553,0.434849259070005,0.145631067961165,0.136944302503832,0.282575370464997,NA,NA,NA,Actinopterygii
3802,Perccottus_glenii,815,483,103,473,0.434898612593383,0.257737459978655,0.0549626467449306,0.252401280683031,NA,NA,NA,Actinopterygii
1872,Bagarius_yarrelli,799,308,154,576,0.434948285247686,0.167664670658683,0.0838323353293413,0.31355470876429,NA,NA,NA,Actinopterygii
4347,Schizothorax_wangchiachii,853,296,267,545,0.434982151963284,0.150943396226415,0.136155022947476,0.277919428862825,NA,NA,NA,Actinopterygii
2740,Glyphis_gangeticus,800,454,21,564,0.435019032082654,0.246873300706906,0.0114192495921697,0.306688417618271,NA,NA,NA,Chondrichthyes
2739,Glyphis_fowlerae,802,454,21,566,0.435160065111232,0.24633749321758,0.0113944655453066,0.307107976125882,NA,NA,NA,Chondrichthyes
4070,Pseudopungtungia_nigra,847,427,164,508,0.435251798561151,0.219424460431655,0.0842754367934224,0.261048304213772,NA,NA,NA,Actinopterygii
2061,Carcharhinus_amblyrhynchoides,801,527,23,488,0.435562805872757,0.286568787384448,0.0125067971723763,0.265361609570419,115,NA,NA,Chondrichthyes
4340,Schizothorax_oconnori,855,297,266,542,0.436224489795918,0.151530612244898,0.135714285714286,0.276530612244898,NA,NA,NA,Actinopterygii
1930,Biwia_zezera,845,400,178,514,0.436241610738255,0.206504904491482,0.0918946824987093,0.265358802271554,NA,NA,NA,Actinopterygii
3351,Microphysogobio_koreensis,847,362,203,527,0.436823104693141,0.186694172253739,0.104693140794224,0.271789582258896,NA,NA,NA,Actinopterygii
1592,Abbottina_obtusirostris,851,348,192,557,0.436858316221766,0.17864476386037,0.0985626283367557,0.285934291581109,NA,NA,NA,Actinopterygii
2742,Glyphis_glyphis,803,494,19,520,0.437363834422658,0.269063180827887,0.0103485838779956,0.28322440087146,NA,NA,NA,Chondrichthyes
4344,Schizothorax_pseudoaksaiensis,848,282,250,556,0.43801652892562,0.145661157024793,0.129132231404959,0.287190082644628,NA,NA,NA,Actinopterygii
218,Carcharhinus_obscurus,804,502,27,501,0.438386041439477,0.273718647764449,0.014721919302072,0.273173391494002,NA,19,18,Chondrichthyes
4341,Schizothorax_plagiostomus,852,288,251,552,0.438497169325785,0.148224395265054,0.129181677817808,0.284096757591354,NA,NA,NA,Actinopterygii
222,Carcharhinus_sorrah,803,470,26,532,0.438558164937193,0.256690333151283,0.014199890770071,0.290551611141453,130,NA,27,Chondrichthyes
2514,Elopichthys_bambusa,850,417,192,479,0.43859649122807,0.215170278637771,0.0990712074303406,0.247162022703818,NA,6.8,NA,Actinopterygii
1934,Blicca_bjoerkna,858,378,144,574,0.439099283520983,0.193449334698055,0.0736949846468782,0.293756397134084,NA,NA,NA,Actinopterygii
533,Galeocerdo_cuvier,795,573,23,419,0.439226519337017,0.316574585635359,0.012707182320442,0.231491712707182,316,9,22,Chondrichthyes
3117,Lepisosteus_osseus,843,357,101,618,0.439291297550808,0.186034392912976,0.0526315789473684,0.322042730588848,66.9,6,NA,Actinopterygii
1150,Prionace_glauca,799,538,27,447,0.441192711209277,0.297073440088349,0.014908890115958,0.246824958586416,216.5,6,12,Chondrichthyes
3760,Pareuchiloglanis_sinensis,834,207,154,694,0.44150344097406,0.109581789306511,0.0815246161990471,0.367390153520381,NA,NA,NA,Actinopterygii
2989,Ictiobus_bubalus,865,310,188,596,0.441551812149056,0.158244002041858,0.0959673302705462,0.30423685553854,NA,NA,NA,Actinopterygii
4120,Pungtungia_herzi,857,417,169,497,0.441752577319588,0.214948453608247,0.0871134020618557,0.256185567010309,NA,NA,NA,Actinopterygii
4548,Taeniura_lymma,813,334,42,649,0.442328618063112,0.181719260065288,0.0228509249183896,0.35310119695321,NA,NA,NA,Chondrichthyes
3699,Pangasianodon_hypophthalmus,827,337,86,617,0.442956614890198,0.180503481521157,0.0460632029994644,0.33047670058918,NA,NA,NA,Actinopterygii
4037,Pseudobagrus_ondon,824,310,91,635,0.443010752688172,0.166666666666667,0.0489247311827957,0.341397849462366,NA,NA,NA,Actinopterygii
2951,Hypentelium_nigricans,853,423,167,481,0.443347193347193,0.21985446985447,0.0867983367983368,0.25,NA,NA,NA,Actinopterygii
4029,Pseudexostoma_yunnanense,844,210,148,701,0.443510246978455,0.110352075669995,0.0777719390436153,0.368365738307935,NA,NA,NA,Actinopterygii
4073,Pseudorasbora_parva,840,446,143,462,0.44420941300899,0.235854045478583,0.0756213643574828,0.244315177154944,3,1,NA,Actinopterygii
4331,Schizothorax_biddulphi,867,291,252,541,0.444387493593029,0.149154279856484,0.129164531009739,0.277293695540748,NA,NA,NA,Actinopterygii
1,Abramis_brama,867,395,137,549,0.445071868583162,0.202772073921971,0.0703285420944559,0.281827515400411,NA,5.25,7.3,Actinopterygii
2254,Coilia_mystus,863,433,102,539,0.445534331440372,0.223541559112029,0.0526587506453278,0.278265358802272,NA,NA,NA,Actinopterygii
4297,Sarcocheilichthys_sinensis,869,335,184,562,0.445641025641026,0.171794871794872,0.0943589743589744,0.288205128205128,10,3,NA,Actinopterygii
3118,Lepisosteus_platyrhincus,852,354,96,607,0.446306966998428,0.185437401781037,0.0502881089575694,0.317967522262965,NA,NA,NA,Actinopterygii
3116,Lepisosteus_oculatus,852,353,96,607,0.446540880503145,0.185010482180294,0.050314465408805,0.318134171907757,54.9,4,NA,Actinopterygii
3348,Microphysogobio_alticorpus,865,338,190,543,0.446797520661157,0.174586776859504,0.0981404958677686,0.28047520661157,NA,NA,NA,Actinopterygii
3537,Nipponocypris_temminckii,859,334,168,561,0.446930280957336,0.173777315296566,0.0874089490114464,0.291883454734651,NA,NA,NA,Actinopterygii
612,Hippocampus_erectus,832,446,155,427,0.447311827956989,0.239784946236559,0.0833333333333333,0.229569892473118,7,NA,25.5,Actinopterygii
3402,Moxostoma_poecilurum,860,414,154,493,0.447683498178032,0.215512753774076,0.0801665799062988,0.256637168141593,NA,NA,NA,Actinopterygii
3661,Osteoglossum_bicirrhosum,853,359,84,606,0.448475289169295,0.188748685594111,0.0441640378548896,0.318611987381703,NA,NA,NA,Actinopterygii
4043,Pseudocarcharias_kamoharai,800,464,41,478,0.448681996634885,0.260235558048233,0.0229949523275379,0.268087492989344,85.8,4.1,NA,Chondrichthyes
3939,Polypterus_endlicherii,827,439,73,503,0.448968512486428,0.238327904451683,0.0396308360477742,0.273072747014115,NA,NA,NA,Cladistia
2749,Gnathopogon_elongatus,867,404,186,474,0.448990160538581,0.209218021750388,0.0963231486276541,0.245468669083377,NA,NA,NA,Actinopterygii
4202,Rhinobatos_schlegelii,817,395,50,556,0.449394939493949,0.217271727172717,0.0275027502750275,0.305830583058306,NA,NA,NA,Chondrichthyes
2427,Dasyatis_zugei,814,472,18,505,0.449972360420122,0.260917634051962,0.00995024875621891,0.279159756771697,NA,NA,NA,Chondrichthyes
3943,Polypterus_retropinnis,834,424,68,524,0.450810810810811,0.229189189189189,0.0367567567567568,0.283243243243243,NA,NA,NA,Cladistia
2747,Glyptothorax_zanaensis,840,348,99,575,0.451127819548872,0.186895810955961,0.0531686358754028,0.308807733619764,NA,NA,NA,Actinopterygii
4582,Tanichthys_albonubes,844,474,103,449,0.451336898395722,0.253475935828877,0.0550802139037433,0.240106951871658,NA,NA,NA,Actinopterygii
1817,Arapaima_gigas,841,435,69,518,0.451422436929683,0.233494363929147,0.037037037037037,0.278046162104133,212,6,NA,Actinopterygii
3349,Microphysogobio_brevirostris,886,356,181,534,0.452733776188043,0.181911088400613,0.0924885028104241,0.27286663260092,NA,NA,NA,Actinopterygii
3139,Lepturichthys_fimbriata,899,274,147,665,0.452896725440806,0.138035264483627,0.0740554156171285,0.335012594458438,NA,NA,NA,Actinopterygii
3743,Paramormyrops_gabonensis,857,204,95,736,0.452959830866808,0.107822410147992,0.0502114164904863,0.389006342494715,NA,NA,NA,Actinopterygii
50,Alopias_pelagicus,814,403,40,539,0.453229398663697,0.224387527839644,0.022271714922049,0.30011135857461,NA,10.4,22,Chondrichthyes
2758,Gobiobotia_naktongensis,878,371,177,511,0.453278265358802,0.191533298915849,0.0913784202374806,0.263810015487868,NA,NA,NA,Actinopterygii
2912,Horabagrus_brachysoma,843,283,108,618,0.455183585313175,0.15280777537797,0.0583153347732181,0.333693304535637,NA,NA,NA,Actinopterygii
3946,Polypterus_weeksii,833,381,79,535,0.455689277899344,0.208424507658643,0.0432166301969365,0.292669584245077,NA,NA,NA,Cladistia
4047,Pseudogobio_esocinus,892,393,179,490,0.456499488229273,0.201125895598772,0.0916069600818833,0.250767656090072,NA,NA,NA,Actinopterygii
3013,Jinshaia_sinensis,909,270,144,668,0.456554495228528,0.135610246107484,0.072325464590658,0.33550979407333,NA,NA,NA,Actinopterygii
2902,Homatula_potanini,888,324,149,583,0.45679012345679,0.166666666666667,0.0766460905349794,0.299897119341564,NA,NA,NA,Actinopterygii
2746,Glyptothorax_trilineatus,846,342,95,568,0.457050243111831,0.184764991896272,0.0513236088600756,0.306861156131821,NA,NA,NA,Actinopterygii
4462,Squalidus_argentatus,892,359,158,540,0.45767060030785,0.184197024114931,0.0810672139558748,0.277065161621344,NA,NA,NA,Actinopterygii
2252,Coilia_grayii,888,402,84,563,0.458440887971089,0.207537429013939,0.0433660299432111,0.29065565307176,NA,NA,NA,Actinopterygii
4834,Zapteryx_exasperata,824,462,52,455,0.459564974902398,0.257668711656442,0.0290016731734523,0.253764640267708,NA,NA,NA,Chondrichthyes
4039,Pseudobagrus_truncatus,849,360,70,565,0.460412147505423,0.195227765726681,0.0379609544468547,0.306399132321041,NA,NA,NA,Actinopterygii
2588,Erpetoichthys_calabaricus,828,501,95,372,0.461024498886414,0.278953229398664,0.0528953229398664,0.207126948775056,NA,NA,NA,Cladistia
2841,Hemiculter_eigenmanni,894,329,181,535,0.46106240330067,0.169675090252708,0.0933470861268695,0.275915420319752,NA,NA,NA,Actinopterygii
2842,Hemiculter_leucisculus,894,326,182,537,0.46106240330067,0.168127900979887,0.0938628158844765,0.276946879834966,NA,2,NA,Actinopterygii
2025,Campylomormyrus_compressirostris,886,201,125,705,0.462180490349504,0.104851330203443,0.0652060511215441,0.367762128325509,NA,NA,NA,Actinopterygii
3937,Polypterus_ansorgii,852,428,52,504,0.464052287581699,0.233115468409586,0.028322440087146,0.274509803921569,NA,NA,NA,Cladistia
4425,Sinogastromyzon_puliensis,911,286,136,627,0.464795918367347,0.145918367346939,0.0693877551020408,0.319897959183673,NA,NA,NA,Actinopterygii
4815,Xenophysogobio_nudicorpa,892,364,169,494,0.464825429911412,0.189682126107348,0.0880667014069828,0.257425742574257,NA,NA,NA,Actinopterygii
609,Heterotis_niloticus,869,319,67,613,0.465203426124197,0.170770877944325,0.0358672376873662,0.328158458244111,NA,2,27,Actinopterygii
3941,Polypterus_ornatipinnis,849,355,81,539,0.465460526315789,0.194627192982456,0.0444078947368421,0.295504385964912,NA,NA,NA,Cladistia
3123,Leptobotia_elongata,904,263,114,661,0.465499485066941,0.135427394438723,0.05870236869207,0.340370751802266,NA,NA,NA,Actinopterygii
2748,Gnathonemus_petersii,891,191,122,708,0.466004184100418,0.0998953974895398,0.0638075313807531,0.370292887029289,NA,NA,NA,Actinopterygii
1639,Acrossocheilus_parallens,900,305,152,574,0.466079751424133,0.157949249093734,0.0787156913516313,0.297255308130502,NA,NA,NA,Actinopterygii
2598,Euchiloglanis_kishinouyei,873,296,129,568,0.467845659163987,0.158628081457663,0.0691318327974277,0.304394426580922,NA,NA,NA,Actinopterygii
2888,Hippocampus_kelloggi,858,480,99,393,0.468852459016393,0.262295081967213,0.0540983606557377,0.214754098360656,NA,NA,NA,Actinopterygii
4200,Rhinichthys_osculus,905,367,132,524,0.469398340248963,0.190352697095436,0.0684647302904564,0.271784232365145,NA,NA,NA,Actinopterygii
4206,Rhinogobio_cylindricus,902,322,139,548,0.472004186289901,0.168498168498169,0.0727367870225013,0.28676085818943,NA,NA,NA,Actinopterygii
2829,Hemibagrus_macropterus,871,360,67,545,0.472599023331525,0.195333695062398,0.0363537710255019,0.295713510580575,NA,NA,NA,Actinopterygii
2828,Hemibagrus_guttatus,863,362,79,519,0.473395501919912,0.198573779484366,0.0433351618211739,0.284695556774547,NA,NA,NA,Actinopterygii
4104,Pterygoplichthys_disjunctivus,880,408,45,525,0.473627556512379,0.219590958019376,0.0242195909580194,0.282561894510226,NA,NA,NA,Actinopterygii
3723,Parabramis_pekinensis,913,292,145,576,0.474039460020768,0.151609553478712,0.0752855659397716,0.299065420560748,35,6,NA,Actinopterygii
3804,Percocypris_pingi,900,291,184,516,0.475938656795346,0.153886832363829,0.0973030142781597,0.272871496562665,NA,NA,NA,Actinopterygii
3296,Megalobrama_terminalis,916,292,143,573,0.476091476091476,0.151767151767152,0.0743243243243243,0.297817047817048,30,6,NA,Actinopterygii
3610,Onychostoma_gerlachi,906,249,150,596,0.476591267753814,0.130983692793267,0.0789058390320884,0.313519200420831,NA,NA,NA,Actinopterygii
3364,Minytrema_melanops,909,381,105,511,0.47691500524659,0.199895068205666,0.0550891920251836,0.26810073452256,NA,NA,NA,Actinopterygii
1443,Squaliobarbus_curriculus,919,303,137,567,0.477154724818276,0.157320872274143,0.0711318795430945,0.294392523364486,NA,2,22.4,Actinopterygii
3350,Microphysogobio_fukiensis,915,337,136,525,0.478306325143753,0.176163094615787,0.0710925248301098,0.27443805541035,NA,NA,NA,Actinopterygii
2352,Culter_alburnus,926,296,140,573,0.478552971576227,0.15297157622739,0.0723514211886305,0.296124031007752,25,4,NA,Actinopterygii
3093,Leiocassis_longirostris,877,355,57,543,0.478711790393013,0.193777292576419,0.0311135371179039,0.296397379912664,NA,NA,NA,Actinopterygii
4034,Pseudobagrus_crassilabris,877,362,64,529,0.478711790393013,0.197598253275109,0.0349344978165939,0.288755458515284,NA,NA,NA,Actinopterygii
3748,Pararasbora_moltrechti,915,378,109,508,0.479057591623037,0.197905759162304,0.0570680628272251,0.265968586387435,NA,NA,NA,Actinopterygii
4207,Rhinogobio_typus,919,373,126,498,0.47964509394572,0.194676409185804,0.0657620041753653,0.259916492693111,NA,NA,NA,Actinopterygii
2285,Coreoleuciscus_splendidus,908,435,105,443,0.480169222633527,0.230037017451084,0.0555261766261237,0.234267583289265,NA,NA,NA,Actinopterygii
3127,Leptobotia_taeniops,933,291,95,621,0.480927835051546,0.15,0.0489690721649485,0.320103092783505,NA,NA,NA,Actinopterygii
3294,Megalobrama_pellegrini,919,294,118,579,0.481151832460733,0.153926701570681,0.0617801047120419,0.303141361256545,NA,NA,NA,Actinopterygii
3295,Megalobrama_skolkovii,920,294,117,578,0.481927710843373,0.154007333682556,0.0612886327920377,0.302776322682032,NA,NA,NA,Actinopterygii
3293,Megalobrama_amblycephala,920,287,119,582,0.482180293501048,0.15041928721174,0.0623689727463312,0.30503144654088,NA,NA,NA,Actinopterygii
4811,Xenocypris_argentea,922,322,120,547,0.48246991104134,0.168498168498169,0.0627943485086342,0.286237571951858,NA,NA,NA,Actinopterygii
1633,Acrossocheilus_beijiangensis,936,312,141,551,0.482474226804124,0.160824742268041,0.072680412371134,0.284020618556701,NA,NA,NA,Actinopterygii
3722,Parabotia_fasciata,932,339,71,579,0.485163977095263,0.176470588235294,0.0369599167100469,0.301405517959396,NA,NA,NA,Actinopterygii
3819,Petrocephalus_microphthalmus,916,200,69,701,0.485683987274655,0.106044538706257,0.0365853658536585,0.371686108165429,NA,NA,NA,Actinopterygii
613,Hippocampus_reidi,884,486,87,361,0.486248624862486,0.267326732673267,0.0478547854785479,0.198569856985699,NA,NA,28.5,Actinopterygii
2889,Hippocampus_kuda,886,472,100,363,0.486545853926414,0.259198242723778,0.0549148819330038,0.199341021416804,NA,NA,NA,Actinopterygii
1115,Plotosus_lineatus,902,198,144,609,0.486778197517539,0.106853750674582,0.0777118186724231,0.328656233135456,14,NA,18.85,Actinopterygii
1899,Barbus_barbus,931,271,172,538,0.486924686192469,0.14173640167364,0.0899581589958159,0.281380753138075,NA,NA,NA,Actinopterygii
1642,Acrossocheilus_yunnanensis,943,288,155,540,0.489615784008307,0.149532710280374,0.0804776739356179,0.280373831775701,NA,NA,NA,Actinopterygii
2887,Hippocampus_ingens,889,473,79,374,0.489807162534435,0.260606060606061,0.0435261707988981,0.206060606060606,NA,NA,NA,Actinopterygii
2182,Chiloscyllium_plagiosum,863,391,26,476,0.491457858769932,0.222665148063781,0.0148063781321185,0.271070615034169,NA,NA,NA,Chondrichthyes
2060,Carassius_cuvieri,935,317,135,510,0.492883500263574,0.167105956773853,0.0711649973642594,0.268845545598313,NA,NA,NA,Actinopterygii
2473,Distoechodon_tumirostris,941,309,107,552,0.492928234677842,0.161864850707177,0.0560502881089576,0.289156626506024,NA,NA,NA,Actinopterygii
2886,Hippocampus_comes,886,480,79,351,0.493318485523385,0.267260579064588,0.0439866369710468,0.19543429844098,NA,NA,NA,Actinopterygii
4072,Pseudorasbora_elongata,936,423,87,447,0.49445324881141,0.223454833597464,0.045958795562599,0.236133122028526,NA,NA,NA,Actinopterygii
2680,Garra_imberba,937,283,142,530,0.495243128964059,0.149577167019027,0.0750528541226216,0.280126849894292,NA,NA,NA,Actinopterygii
4655,Tor_tor,937,269,133,548,0.49655537890832,0.142554319024907,0.0704822469528352,0.290408055113937,36,NA,NA,Actinopterygii
641,Hypophthalmichthys_nobilis,952,322,125,513,0.497907949790795,0.168410041841004,0.0653765690376569,0.268305439330544,NA,NA,20,Actinopterygii
3552,Notopterus_notopterus,941,377,56,514,0.498411016949153,0.199682203389831,0.0296610169491525,0.272245762711864,NA,NA,NA,Actinopterygii
2892,Hippocampus_trimaculatus,908,491,85,337,0.498627127951675,0.269632070291049,0.0466776496430533,0.185063152114223,NA,NA,NA,Actinopterygii
2230,Cirrhinus_mrigala,935,276,117,547,0.498666666666667,0.1472,0.0624,0.291733333333333,NA,NA,NA,Actinopterygii
4455,Spinibarbus_caldwelli,933,313,124,499,0.499197431781701,0.167469234884965,0.0663456393793472,0.266987693953986,NA,NA,NA,Actinopterygii
3502,Neoceratodus_forsteri,922,256,174,489,0.500814774579033,0.139054861488322,0.0945138511678436,0.265616512764802,80.05,NA,NA,Ceratodontiformes
206,Carassius_auratus,952,324,124,500,0.501052631578947,0.170526315789474,0.0652631578947368,0.263157894736842,NA,1,22.4,Actinopterygii
4654,Tor_sinensis,954,263,127,552,0.503164556962025,0.138713080168776,0.0669831223628692,0.291139240506329,NA,NA,NA,Actinopterygii
3507,Neolissochilus_hexagonolepis,953,273,124,544,0.503167898627244,0.144139387539599,0.0654699049630412,0.287222808870116,NA,NA,NA,Actinopterygii
4456,Spinibarbus_denticulatus,934,312,117,493,0.50323275862069,0.168103448275862,0.0630387931034483,0.265625,NA,NA,NA,Actinopterygii
3712,Pantodon_buchholzi,902,435,52,403,0.503348214285714,0.242745535714286,0.0290178571428571,0.224888392857143,NA,NA,NA,Actinopterygii
2682,Garra_orientalis,943,282,113,535,0.503470368392952,0.150560597971169,0.0603310197544047,0.285638013881474,NA,NA,NA,Actinopterygii
383,Cyprinus_carpio,949,281,114,540,0.503715498938429,0.149150743099788,0.0605095541401274,0.286624203821656,22.25,2,16.5,Actinopterygii
4653,Tor_putitora,955,267,119,553,0.504223864836325,0.140971488912355,0.0628299894403379,0.291974656810982,NA,NA,NA,Actinopterygii
4108,Ptychidio_jordani,939,289,94,537,0.505110274341044,0.155459924690694,0.050564819795589,0.288864981172674,NA,NA,NA,Actinopterygii
1520,Tor_khudree,958,267,118,553,0.505274261603376,0.140822784810127,0.0622362869198312,0.291666666666667,NA,NA,24,Actinopterygii
640,Hypophthalmichthys_molitrix,962,321,105,512,0.506315789473684,0.168947368421053,0.0552631578947368,0.269473684210526,NA,NA,20,Actinopterygii
4646,Tinca_tinca,952,392,83,453,0.506382978723404,0.208510638297872,0.0441489361702128,0.240957446808511,NA,2,NA,Actinopterygii
207,Carassius_gibelio,961,330,116,486,0.507659799260433,0.1743264659271,0.0612783940834654,0.256735340729002,NA,NA,10,Actinopterygii
386,Danio_rerio,945,453,131,332,0.507791509940892,0.243417517463729,0.0703922622246104,0.178398710370768,NA,0.2,25,Actinopterygii
3441,Mylopharyngodon_piceus,971,282,111,545,0.508643268727082,0.14772132006286,0.0581456259821896,0.285489785227868,90,3,NA,Actinopterygii
4122,Puntius_semifasciolatus,952,282,103,528,0.510455764075067,0.151206434316354,0.0552278820375335,0.283109919571046,NA,NA,NA,Actinopterygii
2268,Conger_myriaster,941,428,111,363,0.510580575149213,0.232230059685296,0.0602278893109061,0.196961475854585,NA,NA,NA,Actinopterygii
2059,Carassius_carassius,967,327,110,488,0.511099365750529,0.172832980972516,0.0581395348837209,0.257928118393235,NA,2,NA,Actinopterygii
4408,Sinibotia_robusta,956,313,68,533,0.511229946524064,0.167379679144385,0.0363636363636364,0.285026737967914,NA,NA,NA,Actinopterygii
2409,Cyprinus_multitaeniata,969,282,104,540,0.511345646437995,0.148812664907652,0.0548812664907652,0.284960422163588,NA,NA,NA,Actinopterygii
2347,Ctenopharyngodon_idella,967,346,95,482,0.511640211640212,0.183068783068783,0.0502645502645503,0.255026455026455,70,5.8,NA,Actinopterygii
608,Heteropneustes_fossilis,937,301,64,527,0.512301804264625,0.164570803717879,0.0349917987971569,0.288135593220339,NA,NA,23,Actinopterygii
3036,Labeo_calbasu,961,268,97,548,0.512806830309498,0.143009605122732,0.051760939167556,0.292422625400213,32.8,NA,NA,Actinopterygii
1957,Botia_lohachata,970,305,83,531,0.513499205929063,0.161461090524087,0.0439385918475384,0.281101111699312,NA,NA,NA,Actinopterygii
2469,Discogobio_tetrabarbatus,975,294,75,525,0.521669341894061,0.157303370786517,0.0401284109149278,0.280898876404494,NA,NA,NA,Actinopterygii
3989,Procypris_rabaudi,980,284,108,504,0.522388059701492,0.151385927505331,0.0575692963752665,0.26865671641791,NA,4,NA,Actinopterygii
3463,Mystacoleucus_marginatus,989,233,118,538,0.526624068157615,0.124068157614483,0.0628328008519702,0.286474973375932,NA,NA,NA,Actinopterygii
2229,Cirrhinus_molitorella,978,242,61,570,0.528363047001621,0.130740140464614,0.0329551593733117,0.307941653160454,NA,3,NA,Actinopterygii
4472,Stegostoma_fasciatum,931,306,41,480,0.529579067121729,0.174061433447099,0.0233219567690557,0.273037542662116,NA,NA,NA,Chondrichthyes
2075,Catla_catla,982,264,76,529,0.530524041058887,0.142625607779579,0.0410588870880605,0.285791464073474,NA,NA,NA,Actinopterygii
3041,Labeo_rohita,994,263,74,528,0.534696073157612,0.14147391070468,0.0398063474986552,0.284023668639053,55,2.82,NA,Actinopterygii
305,Clarias_gariepinus,974,228,69,546,0.536048431480462,0.12548156301596,0.0379746835443038,0.300495321959274,34.5,2,22,Actinopterygii
3038,Labeo_gonius,1006,256,68,532,0.540279269602578,0.137486573576799,0.0365198711063373,0.285714285714286,NA,NA,NA,Actinopterygii
84,Anguilla_anguilla,1003,289,122,441,0.540700808625337,0.155795148247978,0.0657681940700809,0.237735849056604,60,11,15,Actinopterygii
3037,Labeo_fimbriatus,1008,255,67,533,0.541062801932367,0.136876006441224,0.0359634997316157,0.286097691894793,NA,NA,NA,Actinopterygii
1763,Anguilla_rostrata,1003,294,119,434,0.542162162162162,0.158918918918919,0.0643243243243243,0.234594594594595,NA,NA,NA,Actinopterygii
3035,Labeo_boggut,1014,274,76,498,0.544575725026853,0.147153598281418,0.0408163265306122,0.267454350161117,NA,NA,NA,Actinopterygii
3660,Osteochilus_salsburyi,990,268,90,460,0.547566371681416,0.148230088495575,0.0497787610619469,0.254424778761062,NA,NA,NA,Actinopterygii
1754,Anguilla_japonica,1021,287,112,442,0.548335123523093,0.154135338345865,0.0601503759398496,0.237379162191192,NA,NA,NA,Actinopterygii
1079,Pethia_ticto,1017,288,104,432,0.552417164584465,0.156436719174362,0.0564910374796306,0.234655078761543,NA,NA,26,Actinopterygii
3033,Labeo_bata,1025,263,54,492,0.558887677208288,0.14340239912759,0.0294438386041439,0.268266085059978,NA,NA,NA,Actinopterygii
2231,Cirrhinus_reba,1023,277,66,461,0.559934318555008,0.151614668856048,0.0361247947454844,0.252326217843459,12.5,NA,NA,Actinopterygii
1755,Anguilla_luzonensis,1039,283,103,417,0.564060803474484,0.153637350705755,0.0559174809989142,0.226384364820847,NA,NA,NA,Actinopterygii
1759,Anguilla_mossambica,1047,282,98,424,0.565640194489465,0.152350081037277,0.0529443544030254,0.229065370070232,NA,NA,NA,Actinopterygii
1756,Anguilla_malgumora,1053,277,92,429,0.568881685575365,0.149648838465694,0.0497028633171259,0.231766612641815,NA,NA,NA,Actinopterygii
1757,Anguilla_marmorata,1053,291,84,414,0.571661237785016,0.157980456026059,0.0456026058631922,0.224755700325733,NA,NA,NA,Actinopterygii
1751,Anguilla_celebesensis,1058,264,91,430,0.574064026044493,0.143244709712425,0.0493760173629951,0.233315246880087,NA,NA,NA,Actinopterygii
