Species	Gene	NeutralA	NeutralT	NeutralG	NeutralC	GenerationLength_d	ECO.Maximum.longevity..yrs.	ECO.Body.mass..g.	ECO.Metabolic.rate..W.	ECO.Temperature..K.
Sorex_unguiculatus	ND3	35	10	6	12	392.4667	NA	NA	NA	NA
Rattus_exulans	ND3	34	12	1	16	534.7590666715	NA	NA	NA	NA
Mus_famulus	ND3	37	6	3	11	628.295	NA	NA	NA	NA
Meriones_unguiculatus	ND3	27	17	4	16	503.8875	6.3	64.8	0.546	311.35
Bandicota_indica	ND3	35	13	2	13	639.631831820818	NA	NA	NA	NA
Eothenomys_melanogaster	ND3	28	10	5	18	589.388299099621	NA	NA	NA	NA
Lasiopodomys_mandarinus	ND3	34	14	1	10	589.388299099621	NA	NA	NA	NA
Suncus_murinus	ND3	28	21	1	12	363.52745	3.2	39.7	0.403	311.85
Rattus_praetor	ND3	35	13	2	13	534.7590666715	NA	NA	NA	NA
Rattus_niobe	ND3	36	14	2	12	534.7590666715	NA	NA	NA	NA
Proedromys_liangshanensis	ND3	36	8	3	13	589.388299099621	NA	NA	NA	NA
Crocidura_grayi	ND3	28	15	2	18	427.67965	NA	NA	NA	NA
Rattus_villosissimus	ND3	36	13	2	13	534.7590666715	NA	NA	NA	NA
Episoriculus_fumidus	ND3	30	12	3	14	426.91011944525	NA	NA	NA	NA
Niviventer_excelsior	ND3	36	10	3	16	639.631831820818	NA	NA	NA	NA
Niviventer_fulvescens	ND3	38	7	1	13	624.399640909091	NA	NA	NA	NA
Crocidura_mindorus	ND3	29	18	1	13	427.67965	NA	NA	NA	NA
Rattus_rattus	ND3	36	14	2	17	546.1994	4.2	117	0.77	311.15
Episoriculus_macrurus	ND3	36	14	0	11	426.91011944525	NA	NA	NA	NA
Ctenomys_leucodon	ND3	29	16	1	12	600.93415	NA	NA	NA	NA
Rattus_tunneyi	ND3	36	12	1	14	534.7590666715	NA	NA	NA	NA
Apodemus_draco	ND3	36	15	0	11	554.1929125	NA	NA	NA	NA
Sorex_araneus	ND3	32	8	4	18	524.7815	3.2	8.4	0.348	308.15
Rattus_fuscipes	ND3	36	11	2	14	558.507283343	5.3	76	0.471	310.65
Crocidura_orientalis	ND3	29	22	1	10	427.67965	NA	NA	NA	NA
Mus_cervicolor	ND3	33	15	1	7	628.295	NA	NA	NA	NA
Condylura_cristata	ND3	42	4	0	10	558.6411	2.5	49	0.615	310.85
Rattus_tiomanicus	ND3	35	17	1	14	534.7590666715	NA	NA	NA	NA
Anourosorex_squamipes	ND3	35	15	1	8	379.29295625	NA	NA	NA	NA
Tscherskia_triton	ND3	24	21	2	24	589.388299099621	NA	NA	NA	NA
Leggadina_lakedownensis	ND3	39	11	0	8	624.399640909091	NA	NA	NA	NA
Microtus_levis	ND3	36	14	3	10	373.623802083937	NA	NA	NA	NA
Sorex_tundrensis	ND3	33	9	3	20	422.884597917875	NA	NA	NA	NA
Cricetulus_kamensis	ND3	30	11	1	18	589.388299099621	NA	NA	NA	NA
Mus_spretus	ND3	37	10	2	11	628.295	NA	NA	NA	NA
Nectogale_elegans	ND3	34	17	3	10	379.29295625	NA	NA	NA	NA
Rattus_sordidus	ND3	34	13	3	12	534.7590666715	NA	NA	NA	NA
Rattus_lutreolus	ND3	35	11	3	14	440.292083343	4.4	109	0.353	309.85
Akodon_montensis	ND3	29	13	3	25	589.388299099621	NA	NA	NA	NA
Crocidura_shantungensis	ND3	32	14	0	14	409.171225	NA	NA	NA	NA
Crocidura_palawanensis	ND3	29	16	3	13	409.171225	NA	NA	NA	NA
Wiedomys_cerradensis	ND3	27	14	4	18	589.388299099621	NA	NA	NA	NA
Microtus_kikuchii	ND3	36	7	2	17	373.623802083937	NA	NA	NA	NA
Mus_fragilicauda	ND3	36	9	2	12	628.295	NA	NA	NA	NA
Crocidura_negrina	ND3	28	20	2	11	427.67965	NA	NA	NA	NA
Myodes_glareolus	ND3	35	8	1	13	577.7512	NA	NA	NA	NA
Mus_terricolor	ND3	37	10	0	9	435.665	NA	NA	NA	NA
Mus_musculus	ND3	37	12	3	7	628.295	4	18	0.271	310.05
Rattus_leucopus	ND3	35	15	2	11	534.7590666715	NA	NA	NA	NA
Neomys_fodiens	ND3	32	18	0	14	576.8888	3.1	16	0.328	310.45
Apodemus_latronum	ND3	39	10	1	13	554.1929125	NA	NA	NA	NA
Tarsipes_rostratus	ND3	28	20	1	17	341.275	NA	10	0.162	309.75
Crocidura_lasiura	ND3	29	17	2	13	427.67965	NA	NA	NA	NA
Mus_cookii	ND3	35	8	4	9	628.295	NA	NA	NA	NA
Niviventer_confucianus	ND3	39	10	0	13	624.399640909091	NA	NA	NA	NA
Cricetulus_longicaudatus	ND3	31	16	4	10	589.388299099621	NA	NA	NA	NA
Apodemus_chevrieri	ND3	37	11	0	11	554.1929125	NA	NA	NA	NA
Thylamys_elegans	ND3	27	23	1	12	642.840025	NA	NA	NA	NA
Blarinella_quadraticauda	ND3	32	16	1	17	379.29295625	NA	NA	NA	NA
Apodemus_peninsulae	ND3	40	13	2	10	554.1929125	4.4	NA	NA	NA
Eothenomys_miletus	ND3	29	9	5	19	589.388299099621	NA	NA	NA	NA
Sminthopsis_douglasi	ND3	27	21	4	22	546.026466666667	NA	NA	NA	NA
Crocidura_beatus	ND3	27	17	3	14	427.67965	NA	NA	NA	NA
Akodon_montensis	ND4	72	53	8	81	589.388299099621	NA	NA	NA	NA
Apodemus_chevrieri	ND4	92	50	10	48	554.1929125	NA	NA	NA	NA
Mus_cookii	ND4	99	47	4	40	628.295	NA	NA	NA	NA
Isoodon_macrourus	ND4	95	59	5	40	623.745	6.8	1551	3.202	309.05
Thylamys_elegans	ND4	88	59	11	45	642.840025	NA	NA	NA	NA
Rattus_tanezumi	ND4	107	38	9	55	534.7590666715	NA	NA	NA	NA
Crocidura_lasiura	ND4	82	68	5	59	427.67965	NA	NA	NA	NA
Rattus_leucopus	ND4	99	30	8	70	534.7590666715	NA	NA	NA	NA
Eothenomys_chinensis	ND4	92	38	15	60	589.388299099621	NA	NA	NA	NA
Mus_terricolor	ND4	88	56	4	49	435.665	NA	NA	NA	NA
Mus_caroli	ND4	84	52	11	49	628.295	NA	NA	NA	NA
Crocidura_mindorus	ND4	77	64	2	62	427.67965	NA	NA	NA	NA
Rattus_praetor	ND4	100	31	5	66	534.7590666715	NA	NA	NA	NA
Proedromys_liangshanensis	ND4	91	32	9	74	589.388299099621	NA	NA	NA	NA
Tlacuatzin_canescens	ND4	102	40	3	34	642.840025	NA	NA	NA	NA
Anourosorex_squamipes	ND4	92	59	7	44	379.29295625	NA	NA	NA	NA
Cricetulus_kamensis	ND4	97	39	5	65	589.388299099621	NA	NA	NA	NA
Crocidura_palawanensis	ND4	77	57	7	70	409.171225	NA	NA	NA	NA
Mus_famulus	ND4	94	45	5	49	628.295	NA	NA	NA	NA
Myodes_rufocanus	ND4	94	29	11	74	433.359922223833	NA	NA	NA	NA
Apodemus_draco	ND4	109	34	7	43	554.1929125	NA	NA	NA	NA
Niviventer_fulvescens	ND4	101	40	4	51	624.399640909091	NA	NA	NA	NA
Episoriculus_macrurus	ND4	103	47	2	47	426.91011944525	NA	NA	NA	NA
Crocidura_shantungensis	ND4	74	71	7	52	409.171225	NA	NA	NA	NA
Meriones_unguiculatus	ND4	89	56	6	54	503.8875	6.3	64.8	0.546	311.35
Lasiopodomys_mandarinus	ND4	90	45	8	68	589.388299099621	NA	NA	NA	NA
Rattus_rattus	ND4	103	35	4	59	546.1994	4.2	117	0.77	311.15
Apodemus_latronum	ND4	102	39	4	50	554.1929125	NA	NA	NA	NA
Tarsipes_rostratus	ND4	83	51	7	66	341.275	NA	10	0.162	309.75
Neomys_fodiens	ND4	101	47	6	47	576.8888	3.1	16	0.328	310.45
Tscherskia_triton	ND4	80	54	23	66	589.388299099621	NA	NA	NA	NA
Cricetulus_longicaudatus	ND4	100	51	12	38	589.388299099621	NA	NA	NA	NA
Nectogale_elegans	ND4	93	67	5	42	379.29295625	NA	NA	NA	NA
Apodemus_agrarius	ND4	93	50	7	50	504.40745	NA	21.2	0.373	NA
Mus_cervicolor	ND4	89	41	8	47	628.295	NA	NA	NA	NA
Eothenomys_miletus	ND4	95	23	13	67	589.388299099621	NA	NA	NA	NA
Mus_musculus	ND4	94	39	8	51	628.295	4	18	0.271	310.05
Leopoldamys_edwardsi	ND4	82	38	6	76	639.631831820818	NA	NA	NA	NA
Crocidura_attenuata	ND4	81	69	7	55	427.67965	NA	NA	NA	NA
Niviventer_confucianus	ND4	93	50	2	63	624.399640909091	NA	NA	NA	NA
Rattus_fuscipes	ND4	98	33	7	68	558.507283343	5.3	76	0.471	310.65
Crocidura_orientalis	ND4	75	66	7	61	427.67965	NA	NA	NA	NA
Crocidura_beatus	ND4	75	66	4	62	427.67965	NA	NA	NA	NA
Rattus_villosissimus	ND4	101	36	7	65	534.7590666715	NA	NA	NA	NA
Microtus_ochrogaster	ND4	93	37	8	73	615.4024	5.3	48.2	0.41	311.05
Apodemus_peninsulae	ND4	98	53	6	39	554.1929125	4.4	NA	NA	NA
Suncus_murinus	ND4	80	73	10	48	363.52745	3.2	39.7	0.403	311.85
Micromys_minutus	ND4	84	41	3	58	502.66	3.8	7.6	0.201	311.15
Episoriculus_caudatus	ND4	95	52	4	61	426.91011944525	NA	NA	NA	NA
Rattus_tunneyi	ND4	99	40	8	61	534.7590666715	NA	NA	NA	NA
Episoriculus_fumidus	ND4	100	48	7	50	426.91011944525	NA	NA	NA	NA
Niviventer_excelsior	ND4	88	48	5	63	639.631831820818	NA	NA	NA	NA
Rattus_lutreolus	ND4	101	39	8	66	440.292083343	4.4	109	0.353	309.85
Sminthopsis_crassicaudata	ND4	82	60	16	67	594.4425	5	16	0.121	308.35
Microtus_levis	ND4	92	35	18	67	373.623802083937	NA	NA	NA	NA
Eothenomys_melanogaster	ND4	98	29	13	60	589.388299099621	NA	NA	NA	NA
Mus_spretus	ND4	82	38	9	64	628.295	NA	NA	NA	NA
Meriones_meridianus	ND4	94	54	14	46	608.148016666667	6.8	NA	NA	NA
Myodes_regulus	ND4	95	30	8	71	433.359922223833	NA	NA	NA	NA
Crocidura_grayi	ND4	77	67	5	60	427.67965	NA	NA	NA	NA
Bandicota_indica	ND4	99	30	15	61	639.631831820818	NA	NA	NA	NA
Rattus_sordidus	ND4	99	35	8	63	534.7590666715	NA	NA	NA	NA
Myodes_glareolus	ND4	90	41	13	63	577.7512	NA	NA	NA	NA
Ctenomys_leucodon	ND4	89	46	4	55	600.93415	NA	NA	NA	NA
Sorex_tundrensis	ND4	87	50	15	56	422.884597917875	NA	NA	NA	NA
Sorex_unguiculatus	ND4	88	51	13	62	392.4667	NA	NA	NA	NA
Leggadina_lakedownensis	ND4	95	39	6	51	624.399640909091	NA	NA	NA	NA
Condylura_cristata	ND4	108	44	7	35	558.6411	2.5	49	0.615	310.85
Wiedomys_cerradensis	ND4	77	57	7	65	589.388299099621	NA	NA	NA	NA
Sorex_cylindricauda	ND4	96	52	11	59	422.884597917875	NA	NA	NA	NA
Sminthopsis_douglasi	ND4	83	51	17	75	546.026466666667	NA	NA	NA	NA
Proechimys_longicaudatus	ND4	91	46	11	44	631.7859833285	NA	NA	NA	NA
Neodon_irene	ND4	83	38	9	78	589.388299099621	NA	NA	NA	NA
Mus_fragilicauda	ND4	94	44	11	50	628.295	NA	NA	NA	NA
Blarinella_quadraticauda	ND4	88	70	4	41	379.29295625	NA	NA	NA	NA
Crocidura_negrina	ND4	79	72	8	51	427.67965	NA	NA	NA	NA
Microtus_kikuchii	ND4	81	28	14	88	373.623802083937	NA	NA	NA	NA
Rattus_niobe	ND4	103	36	5	59	534.7590666715	NA	NA	NA	NA
Rattus_tiomanicus	ND4	106	43	3	51	534.7590666715	NA	NA	NA	NA
Rattus_exulans	ND4	105	34	3	55	534.7590666715	NA	NA	NA	NA
Sorex_araneus	ND4	87	49	13	61	524.7815	3.2	8.4	0.348	308.15
Tarsipes_rostratus	ND4L	29	9	3	18	341.275	NA	10	0.162	309.75
Microtus_kikuchii	ND4L	27	14	4	15	373.623802083937	NA	NA	NA	NA
Rattus_tiomanicus	ND4L	30	12	1	15	534.7590666715	NA	NA	NA	NA
Crocidura_negrina	ND4L	37	7	2	11	427.67965	NA	NA	NA	NA
Mus_cookii	ND4L	34	13	1	15	628.295	NA	NA	NA	NA
Proedromys_liangshanensis	ND4L	33	10	1	16	589.388299099621	NA	NA	NA	NA
Crocidura_grayi	ND4L	35	13	3	8	427.67965	NA	NA	NA	NA
Lasiopodomys_mandarinus	ND4L	29	13	4	18	589.388299099621	NA	NA	NA	NA
Rattus_leucopus	ND4L	32	9	1	22	534.7590666715	NA	NA	NA	NA
Crocidura_mindorus	ND4L	36	11	3	10	427.67965	NA	NA	NA	NA
Mus_fragilicauda	ND4L	31	12	2	19	628.295	NA	NA	NA	NA
Cricetulus_longicaudatus	ND4L	36	12	6	12	589.388299099621	NA	NA	NA	NA
Microtus_levis	ND4L	31	9	5	17	373.623802083937	NA	NA	NA	NA
Akodon_montensis	ND4L	30	9	1	19	589.388299099621	NA	NA	NA	NA
Mus_famulus	ND4L	32	16	1	16	628.295	NA	NA	NA	NA
Isoodon_macrourus	ND4L	36	10	0	10	623.745	6.8	1551	3.202	309.05
Neomys_fodiens	ND4L	30	12	3	14	576.8888	3.1	16	0.328	310.45
Apodemus_chevrieri	ND4L	34	13	1	15	554.1929125	NA	NA	NA	NA
Ctenomys_leucodon	ND4L	33	11	2	4	600.93415	NA	NA	NA	NA
Rattus_praetor	ND4L	31	9	1	23	534.7590666715	NA	NA	NA	NA
Episoriculus_fumidus	ND4L	30	16	1	11	426.91011944525	NA	NA	NA	NA
Myodes_regulus	ND4L	33	9	4	12	433.359922223833	NA	NA	NA	NA
Apodemus_peninsulae	ND4L	35	11	0	16	554.1929125	4.4	NA	NA	NA
Myodes_glareolus	ND4L	33	12	5	10	577.7512	NA	NA	NA	NA
Neodon_irene	ND4L	27	12	4	17	589.388299099621	NA	NA	NA	NA
Tlacuatzin_canescens	ND4L	34	5	0	6	642.840025	NA	NA	NA	NA
Mus_terricolor	ND4L	33	11	2	18	435.665	NA	NA	NA	NA
Rattus_lutreolus	ND4L	32	9	2	21	440.292083343	4.4	109	0.353	309.85
Episoriculus_caudatus	ND4L	33	13	3	12	426.91011944525	NA	NA	NA	NA
Blarinella_quadraticauda	ND4L	25	12	2	16	379.29295625	NA	NA	NA	NA
Cricetulus_kamensis	ND4L	36	10	5	14	589.388299099621	NA	NA	NA	NA
Apodemus_draco	ND4L	37	15	2	9	554.1929125	NA	NA	NA	NA
Rattus_tanezumi	ND4L	29	14	2	15	534.7590666715	NA	NA	NA	NA
Niviventer_fulvescens	ND4L	35	17	0	12	624.399640909091	NA	NA	NA	NA
Myodes_rufocanus	ND4L	33	8	6	12	433.359922223833	NA	NA	NA	NA
Sorex_cylindricauda	ND4L	35	11	4	8	422.884597917875	NA	NA	NA	NA
Micromys_minutus	ND4L	30	11	0	12	502.66	3.8	7.6	0.201	311.15
Suncus_murinus	ND4L	33	15	2	7	363.52745	3.2	39.7	0.403	311.85
Niviventer_excelsior	ND4L	32	16	1	13	639.631831820818	NA	NA	NA	NA
Rattus_rattus	ND4L	30	11	2	18	546.1994	4.2	117	0.77	311.15
Sorex_unguiculatus	ND4L	36	9	2	11	392.4667	NA	NA	NA	NA
Crocidura_beatus	ND4L	36	12	4	7	427.67965	NA	NA	NA	NA
Crocidura_palawanensis	ND4L	36	9	2	11	409.171225	NA	NA	NA	NA
Bandicota_indica	ND4L	31	14	2	13	639.631831820818	NA	NA	NA	NA
Wiedomys_cerradensis	ND4L	33	15	2	8	589.388299099621	NA	NA	NA	NA
Meriones_meridianus	ND4L	27	14	3	16	608.148016666667	6.8	NA	NA	NA
Eothenomys_melanogaster	ND4L	33	6	3	19	589.388299099621	NA	NA	NA	NA
Rattus_fuscipes	ND4L	33	11	0	21	558.507283343	5.3	76	0.471	310.65
Rattus_tunneyi	ND4L	32	10	2	20	534.7590666715	NA	NA	NA	NA
Leggadina_lakedownensis	ND4L	32	19	0	14	624.399640909091	NA	NA	NA	NA
Niviventer_confucianus	ND4L	33	10	1	20	624.399640909091	NA	NA	NA	NA
Crocidura_shantungensis	ND4L	32	14	3	7	409.171225	NA	NA	NA	NA
Meriones_unguiculatus	ND4L	32	15	4	9	503.8875	6.3	64.8	0.546	311.35
Crocidura_lasiura	ND4L	34	13	2	10	427.67965	NA	NA	NA	NA
Anourosorex_squamipes	ND4L	33	11	1	12	379.29295625	NA	NA	NA	NA
Microtus_ochrogaster	ND4L	25	14	6	16	615.4024	5.3	48.2	0.41	311.05
Mus_musculus	ND4L	33	9	3	18	628.295	4	18	0.271	310.05
Crocidura_attenuata	ND4L	32	12	2	13	427.67965	NA	NA	NA	NA
Rattus_sordidus	ND4L	31	9	1	21	534.7590666715	NA	NA	NA	NA
Eothenomys_miletus	ND4L	33	9	3	16	589.388299099621	NA	NA	NA	NA
Mus_cervicolor	ND4L	34	13	1	13	628.295	NA	NA	NA	NA
Sorex_araneus	ND4L	36	8	6	10	524.7815	3.2	8.4	0.348	308.15
Proechimys_longicaudatus	ND4L	36	8	1	13	631.7859833285	NA	NA	NA	NA
Sminthopsis_douglasi	ND4L	22	18	3	17	546.026466666667	NA	NA	NA	NA
Apodemus_agrarius	ND4L	31	17	4	11	504.40745	NA	21.2	0.373	NA
Sorex_tundrensis	ND4L	36	10	5	9	422.884597917875	NA	NA	NA	NA
Rattus_exulans	ND4L	31	13	1	16	534.7590666715	NA	NA	NA	NA
Leopoldamys_edwardsi	ND4L	32	9	2	20	639.631831820818	NA	NA	NA	NA
Condylura_cristata	ND4L	32	10	2	11	558.6411	2.5	49	0.615	310.85
Tscherskia_triton	ND4L	33	8	3	17	589.388299099621	NA	NA	NA	NA
Rattus_niobe	ND4L	32	8	0	24	534.7590666715	NA	NA	NA	NA
Mus_spretus	ND4L	32	8	3	17	628.295	NA	NA	NA	NA
Crocidura_orientalis	ND4L	37	13	1	7	427.67965	NA	NA	NA	NA
Thylamys_elegans	ND4L	29	17	1	11	642.840025	NA	NA	NA	NA
Eothenomys_chinensis	ND4L	33	8	1	18	589.388299099621	NA	NA	NA	NA
Apodemus_latronum	ND4L	39	10	2	12	554.1929125	NA	NA	NA	NA
Nectogale_elegans	ND4L	29	15	0	11	379.29295625	NA	NA	NA	NA
Episoriculus_macrurus	ND4L	28	14	2	13	426.91011944525	NA	NA	NA	NA
Mus_caroli	ND4L	32	21	1	11	628.295	NA	NA	NA	NA
Sminthopsis_crassicaudata	ND4L	27	10	2	17	594.4425	5	16	0.121	308.35
Rattus_villosissimus	ND4L	31	13	1	20	534.7590666715	NA	NA	NA	NA
Mus_famulus	ND5	135	42	6	65	628.295	NA	NA	NA	NA
Mus_spretus	ND5	131	45	16	68	628.295	NA	NA	NA	NA
Cricetulus_longicaudatus	ND5	113	76	12	51	589.388299099621	NA	NA	NA	NA
Crocidura_mindorus	ND5	102	74	12	61	427.67965	NA	NA	NA	NA
Rattus_rattus	ND5	116	52	5	85	546.1994	4.2	117	0.77	311.15
Akodon_montensis	ND5	105	52	9	107	589.388299099621	NA	NA	NA	NA
Suncus_murinus	ND5	97	76	11	62	363.52745	3.2	39.7	0.403	311.85
Microtus_kikuchii	ND5	110	36	24	108	373.623802083937	NA	NA	NA	NA
Anourosorex_squamipes	ND5	115	75	9	61	379.29295625	NA	NA	NA	NA
Tarsipes_rostratus	ND5	111	67	6	76	341.275	NA	10	0.162	309.75
Eothenomys_chinensis	ND5	126	38	11	86	589.388299099621	NA	NA	NA	NA
Apodemus_peninsulae	ND5	126	49	13	61	554.1929125	4.4	NA	NA	NA
Rattus_exulans	ND5	116	53	9	79	534.7590666715	NA	NA	NA	NA
Blarinella_quadraticauda	ND5	107	58	6	84	379.29295625	NA	NA	NA	NA
Sorex_araneus	ND5	98	51	11	94	524.7815	3.2	8.4	0.348	308.15
Cricetulus_kamensis	ND5	107	48	10	103	589.388299099621	NA	NA	NA	NA
Episoriculus_macrurus	ND5	99	65	9	77	426.91011944525	NA	NA	NA	NA
Crocidura_palawanensis	ND5	99	77	9	63	409.171225	NA	NA	NA	NA
Mus_fragilicauda	ND5	127	38	9	67	628.295	NA	NA	NA	NA
Sminthopsis_douglasi	ND5	100	76	17	80	546.026466666667	NA	NA	NA	NA
Tscherskia_triton	ND5	97	55	26	98	589.388299099621	NA	NA	NA	NA
Ctenomys_leucodon	ND5	114	63	7	57	600.93415	NA	NA	NA	NA
Crocidura_lasiura	ND5	105	76	8	70	427.67965	NA	NA	NA	NA
Mus_terricolor	ND5	125	47	5	75	435.665	NA	NA	NA	NA
Apodemus_latronum	ND5	148	48	2	55	554.1929125	NA	NA	NA	NA
Condylura_cristata	ND5	150	33	6	59	558.6411	2.5	49	0.615	310.85
Microtus_levis	ND5	129	51	11	89	373.623802083937	NA	NA	NA	NA
Leggadina_lakedownensis	ND5	125	51	12	70	624.399640909091	NA	NA	NA	NA
Rattus_praetor	ND5	114	41	6	90	534.7590666715	NA	NA	NA	NA
Crocidura_beatus	ND5	103	79	8	60	427.67965	NA	NA	NA	NA
Apodemus_draco	ND5	151	55	4	47	554.1929125	NA	NA	NA	NA
Rattus_villosissimus	ND5	112	41	9	91	534.7590666715	NA	NA	NA	NA
Niviventer_excelsior	ND5	121	49	6	80	639.631831820818	NA	NA	NA	NA
Apodemus_chevrieri	ND5	134	50	8	58	554.1929125	NA	NA	NA	NA
Sorex_tundrensis	ND5	95	50	14	94	422.884597917875	NA	NA	NA	NA
Microtus_ochrogaster	ND5	122	40	15	99	615.4024	5.3	48.2	0.41	311.05
Thylamys_elegans	ND5	101	86	12	68	642.840025	NA	NA	NA	NA
Eothenomys_miletus	ND5	122	37	14	92	589.388299099621	NA	NA	NA	NA
Rattus_lutreolus	ND5	119	40	4	89	440.292083343	4.4	109	0.353	309.85
Rattus_sordidus	ND5	116	38	8	92	534.7590666715	NA	NA	NA	NA
Bandicota_indica	ND5	109	60	7	76	639.631831820818	NA	NA	NA	NA
Mus_cookii	ND5	137	48	5	59	628.295	NA	NA	NA	NA
Crocidura_attenuata	ND5	102	83	9	68	427.67965	NA	NA	NA	NA
Sorex_cylindricauda	ND5	103	65	9	77	422.884597917875	NA	NA	NA	NA
Neomys_fodiens	ND5	98	79	10	80	576.8888	3.1	16	0.328	310.45
Mus_caroli	ND5	132	47	9	60	628.295	NA	NA	NA	NA
Proedromys_liangshanensis	ND5	127	44	13	93	589.388299099621	NA	NA	NA	NA
Apodemus_agrarius	ND5	132	55	8	53	504.40745	NA	21.2	0.373	NA
Leopoldamys_edwardsi	ND5	103	56	8	97	639.631831820818	NA	NA	NA	NA
Meriones_meridianus	ND5	110	59	16	72	608.148016666667	6.8	NA	NA	NA
Rattus_tiomanicus	ND5	116	50	5	86	534.7590666715	NA	NA	NA	NA
Micromys_minutus	ND5	107	55	7	86	502.66	3.8	7.6	0.201	311.15
Episoriculus_caudatus	ND5	110	67	13	70	426.91011944525	NA	NA	NA	NA
Proechimys_longicaudatus	ND5	118	66	12	61	631.7859833285	NA	NA	NA	NA
Rattus_fuscipes	ND5	114	44	7	88	558.507283343	5.3	76	0.471	310.65
Mus_cervicolor	ND5	133	53	4	60	628.295	NA	NA	NA	NA
Episoriculus_fumidus	ND5	114	62	6	73	426.91011944525	NA	NA	NA	NA
Isoodon_macrourus	ND5	114	66	7	61	623.745	6.8	1551	3.202	309.05
Myodes_regulus	ND5	129	38	8	95	433.359922223833	NA	NA	NA	NA
Crocidura_shantungensis	ND5	100	77	9	68	409.171225	NA	NA	NA	NA
Neodon_irene	ND5	116	42	16	102	589.388299099621	NA	NA	NA	NA
Myodes_rufocanus	ND5	124	38	9	88	433.359922223833	NA	NA	NA	NA
Rattus_niobe	ND5	115	41	7	89	534.7590666715	NA	NA	NA	NA
Rattus_tunneyi	ND5	117	44	7	86	534.7590666715	NA	NA	NA	NA
Crocidura_negrina	ND5	103	85	8	55	427.67965	NA	NA	NA	NA
Mus_musculus	ND5	130	39	15	71	628.295	4	18	0.271	310.05
Rattus_tanezumi	ND5	116	56	8	81	534.7590666715	NA	NA	NA	NA
Crocidura_orientalis	ND5	106	69	6	68	427.67965	NA	NA	NA	NA
Sminthopsis_crassicaudata	ND5	108	83	12	70	594.4425	5	16	0.121	308.35
Tlacuatzin_canescens	ND5	136	65	4	33	642.840025	NA	NA	NA	NA
Lasiopodomys_mandarinus	ND5	129	50	10	85	589.388299099621	NA	NA	NA	NA
Wiedomys_cerradensis	ND5	91	63	10	90	589.388299099621	NA	NA	NA	NA
Crocidura_grayi	ND5	101	71	9	65	427.67965	NA	NA	NA	NA
Niviventer_fulvescens	ND5	120	56	5	76	624.399640909091	NA	NA	NA	NA
Niviventer_confucianus	ND5	122	49	6	80	624.399640909091	NA	NA	NA	NA
Meriones_unguiculatus	ND5	111	67	13	66	503.8875	6.3	64.8	0.546	311.35
Sorex_unguiculatus	ND5	100	65	20	78	392.4667	NA	NA	NA	NA
Rattus_leucopus	ND5	117	45	6	89	534.7590666715	NA	NA	NA	NA
Myodes_glareolus	ND5	124	41	14	92	577.7512	NA	NA	NA	NA
Eothenomys_melanogaster	ND5	129	35	12	93	589.388299099621	NA	NA	NA	NA
Nectogale_elegans	ND5	103	85	9	60	379.29295625	NA	NA	NA	NA
Crocidura_grayi	ND6	26	42	1	20	427.67965	NA	NA	NA	NA
Crocidura_shantungensis	ND6	32	42	1	15	409.171225	NA	NA	NA	NA
Nectogale_elegans	ND6	36	41	0	16	379.29295625	NA	NA	NA	NA
Crocidura_attenuata	ND6	32	40	1	19	427.67965	NA	NA	NA	NA
Proedromys_liangshanensis	ND6	43	28	3	15	589.388299099621	NA	NA	NA	NA
Rattus_tanezumi	ND6	36	31	0	13	534.7590666715	NA	NA	NA	NA
Apodemus_peninsulae	ND6	37	30	2	15	554.1929125	4.4	NA	NA	NA
Eothenomys_melanogaster	ND6	33	29	2	23	589.388299099621	NA	NA	NA	NA
Akodon_montensis	ND6	42	23	2	30	589.388299099621	NA	NA	NA	NA
Mus_famulus	ND6	32	28	0	13	628.295	NA	NA	NA	NA
Niviventer_fulvescens	ND6	38	26	0	15	624.399640909091	NA	NA	NA	NA
Bandicota_indica	ND6	33	28	2	20	639.631831820818	NA	NA	NA	NA
Microtus_ochrogaster	ND6	42	25	2	19	615.4024	5.3	48.2	0.41	311.05
Crocidura_mindorus	ND6	25	43	3	19	427.67965	NA	NA	NA	NA
Episoriculus_caudatus	ND6	39	35	0	22	426.91011944525	NA	NA	NA	NA
Sorex_unguiculatus	ND6	40	30	2	21	392.4667	NA	NA	NA	NA
Sorex_araneus	ND6	38	31	2	25	524.7815	3.2	8.4	0.348	308.15
Mus_caroli	ND6	40	24	0	19	628.295	NA	NA	NA	NA
Cricetulus_longicaudatus	ND6	34	38	7	10	589.388299099621	NA	NA	NA	NA
Ctenomys_leucodon	ND6	36	32	2	18	600.93415	NA	NA	NA	NA
Microtus_levis	ND6	37	28	1	22	373.623802083937	NA	NA	NA	NA
Tarsipes_rostratus	ND6	50	27	3	15	341.275	NA	10	0.162	309.75
Myodes_rufocanus	ND6	38	29	2	21	433.359922223833	NA	NA	NA	NA
Mus_cervicolor	ND6	35	29	1	18	628.295	NA	NA	NA	NA
Episoriculus_fumidus	ND6	42	36	1	15	426.91011944525	NA	NA	NA	NA
Apodemus_agrarius	ND6	38	29	2	15	504.40745	NA	21.2	0.373	NA
Rattus_leucopus	ND6	36	20	1	28	534.7590666715	NA	NA	NA	NA
Sorex_tundrensis	ND6	43	32	0	18	422.884597917875	NA	NA	NA	NA
Crocidura_negrina	ND6	27	43	2	17	427.67965	NA	NA	NA	NA
